idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	empleado
3763759212	3763759	2	1	2	60	54	1	1			1	2	2	2	2	12		1		400000	2			1	234000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						54	72		.	72			2	7		2				1								1		2	1	36	1		2					5	2		2				2				1	1	1	1	1	2	2	2	1	1	2		2	1	2	2	2	2	3		1	2	53	55	1	1	5521			634000	6	54	1
3763759222	3763759	2	2	2	60	54	1	2	1		2	1	1	1	1	2		2		900000	2			2		2		2		2		74000				2		1	2		2	2	2			1		600000	600000	80000	2	1	1	2		.						.	12	1		2	2				2						54	48		.	48			6	7		1	1	1	4	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	3		1	2	3	85	1	1	8512	7491	74	900000	6	54	1
3763761111	3763761	1	1	1	60	54	1	2	1		1	1	1	1	1	60		3		644350	2			2		2		2		2		74000	94000		2	2		1	1		2	2	2			1		294750	294750	308000	2	1	1	2		.						.	12			1	2				2						54	48		.	48			9	7		1	1	1	5	1	1									1	1	12	4		2					2	1		1				2				1	1	1	1	2	2	1	2	1	1	2		2	9	2	2	1	2	1		1	1	55	64	1	1	6412			644350	6	54	1
3763762111	3763762	1	1	1	60	76	1	2	2	12	1	1	2	1	1	24		1		636000	2			2		2		2		2		74000	55000		2	2		1	1		2	2	2			2				598000	2	2	1	2		.						.	12			2	2				2						76	36	1		36			3	7		1	1	1	5	1								1		1	1	6	1		2					18	1		1				1	20	1	1	1	1	1	1	2	2	2	1	1	2	2		1	1	2	1	1	2	8		1	1	55	70	1	1	7020			636000	6	76	1
3763763111	3763763	1	1	1	60	76	1	1			1	2	2	1	2	1		1		450000	2			1	228000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						76	56		.	56			2	2		1	1	3	8	1								1		1	1	12	3		2					0	2		1				2				1	1	2	1	2	2	2	2	2	2	2		2	1	2	2	2	2	3		1	1	54	95	1	3	9500			678000	6	76	1
3763763121	3763763	1	2	1	60	76	2									24																																							5			100000	1		3		12												3		76	7	1		7			1	5		2				1								1		2	2				2						2		3				1	41	1	1	1	1	1	1	2	2	2	2	2	2	2		1	1	2	2	2	2	3		2	1	45	52	1	4	5261			100000	6	76	1
3763763161	3763763	1	6	1	60	76	1	2	1		1	1	2	1	2	24		1		644350	2			2		2		2		2		74000				2		1	2		2	2	2			2				308000	2	2	1	2		.						.	12			2	2				2						76	45		.	45			9	9		1	1	1	5	1								1		1	1	12	4		2					0	1		1				2				2														1	1	1	2	3		1	2	87	45	1	1	4541			644350	6	76	1
3763764111	3763764	1	1	1	60	76	1	2	2	12	2	1	2	1	1	5		7	LE OFRECIERON EL TRABAJO	644350	2			2		2		2		2		74000				2		1	2		2	2	2			2	300000			159000	1	2	1	2		.						.	10	4		2	2		GRUPO (CREARTE) QUE ADMINISTRA BIBLIOTECA		2						76	44		.	44			9	7		1	1	1	9	1								1		1	1	24	1		2					2	9		1				1	5	2	1	2														1	2	1	2	3		2	1	39	92	1	1	9231	9231	92	644350	6	76	1
3763764121	3763764	1	2	1	60	76	1	1			1	2	2	2	2	2																																							4			500000	1		1		7												3		76	20	1		20			2	4		2				1								1		2	1	4	1		2					2	2		3				1	28	1	1	1	1	1	1	2	1	2	2	1	1	2		1	1	1	2	2	2	3		2	1	98	60	1	4	6041			500000	6	76	1
3763765111	3763765	1	1	1	60	76	1	2	2	6	1	1	2	1	1	1		2		1317126	1	28334	1	1	72000	2		2		2								2	2		2	2	2			2				320000	2	2	1	2		.						.	9			2	2				2						76	48		.	48			9	4		1	2	1	8	1	1									1	1	2	1		2					0	1		1				2				2														1	1	1	2	1		1	1	98	90	1	1	9000			1389126	6	76	1
3763765121	3763765	1	2	1	60	76	2									18																																							5			50000	1		3		12												2		76	4	1		4			1	5		2				1								1		2	1	10	1		2					25	2		3				1	44	1	1	1	1	1	1	2	2	2	1	2	2	2		1	1	2	2	1	2	3		2	1	45	52	1	4	5261			50000	6	76	1
3763766111	3763766	1	1	1	60	76	2									18																																							6			200000	1		3		12												3		76	20	2		20			1	1		2				1								1		2	1	24	1		2					42	2	CON RECURSOS DE SU TRABAJO	12				1	18	2	1	2														1	2	1	2	3		1	1	57	93	1	4	9302			200000	6	76	1
3763767121	3763767	1	2	1	60	76	1	2	2	12	1	1	1	1	1	120		6		700000	1	98	2	2		2		2		2		74000	22000		2	2		1	1		2	2	2			2			350000	700000	2	1	1	1									12		6	2	2				2						76	48		.	54			9	7		1	1	1	12	1								1		1	1	30	1		2					1	1		1				2				2														1	1	1	2	5		1	1	45	52	1	1	5231			700000	6	76	1
3763768111	3763768	1	1	1	60	54	1	2	1		1	1	1	1	1	300		2		1600000	2			2		2		2		2								2	2		2	2	2			1		800000	800000	800000	2	1	1	2		.						.	12			2	2				2						54	40		.	40			9	7		1	2	1	26	1	1					1				1	1	24	1		2					0	1		1				2				2														1	1	1	2	1		1	1	39	75	1	2	7512			1600000	6	54	1
3763768121	3763768	1	2	1	60	54	2									48																																							6			120000	1		3		12												3		54	30	2		30			1	1		2				1								1		2	1	12	4		2					6	2		3				2				2														1	2	1	2	3		1	1	41	52	1	4	5225			120000	6	54	1
3763768131	3763768	1	3	1	60	54	1	2	2	2	1	1	1	1	1	1		1		700000	2			2		2		2		2		75000				1		1	2		2	2	2			2					2	2	2	2		.						.	5			2	2				2						54	40		.	32	2		9	7		1	1	1	0	1	1									1	1	4	1		2					7	1		1				2				2														1	1	1	2	1		2	1	39	75	1	2	7512			700000	6	54	1
3763769111	3763769	1	1	1	60	54	2									48																																							6			760000	1		3		12												3		54	60		.	60			1	5		2				1						1				2	1	48	1		2					1	2		2				2				1	1	1	1	1	2	2	2	1	1	2		2	1	2	2	1	2	3		1	2	59	64	1	4	6412			760000	6	54	1
3763771111	3763771	1	1	1	60	54	2									120																																							6				1		3		12												3		54	45		.	45			1	6		2				1						1				2	1	12	4		1	18	4			2	2		2	1	6	54	2				2														1	2	1	2	3		1	1	45	52	1	4	5262				6	54	1
3763772111	3763772	1	1	1	60	54	2									180																																							6			860000	1		3		12												3		54	65		.	65			1	4		2				1								1		2	1	6	1		2					0	2		6				2				2														1	2	1	2	9		1	2	98	60	1	4	6021			860000	6	54	1
3763772121	3763772	1	2	1	60	54	2									3																																							6			52000	1		1		3												3		54	9	1		3	6		1	1		2				1								1		2	1	7	1		2					48	2		2				1	28	2	1	2														1	2	1	2	3		2	1	57	93	1	4	9302			52000	6	54	1
3763774111	3763774	1	1	1	60	54	2									180																																							6				1		3		12												3		54	30	2		30			1	6		2				1								1		2	1	12	4		1	15	4			0	2		2	1	7	54	2				2														1	2	1	2	3		1	1	77	55	1	4	5529				6	54	1
3763775111	3763775	1	1	1	60	76	1	2	1		1	1	2	1	1	132		1		885000	2			2		2		2		2		74000	48000		2	2		1	1		2	2	2			2				860000	2	2	1	2		.						.	12			2	2				2						76	48		.	48			4	7		1	2	1	20	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	9		1	1	97	50	1	1	5030			885000	6	76	1
3763775121	3763775	1	2	1	60	76	1	2	2	3	1	2	2	1	1	60		1		700000	2			2		2		2		2		74000	24000		2	2		1	1		2	2	2			2	260000			850000	1	2	1	2		.						.	12			2	2				2						76	48		.	48			9	7		1	2	1	17	1	1									1	1	14	1		2					1	1		1				2				2														1	1	1	2	3		1	1	45	18	1	1	1810			700000	6	76	1
3763776111	3763776	1	1	1	60	76	1	1			1	1	2	2	2	14		1		500000	2			1	216000	2		2		2		81600	42000		2	2		1	1		2	2	2			2					2	2	2	2		.						.	12			2	2				2						76	48		.	48			1	2		1	1	1	1	1								1		1	1	36	3		2					0	1		2				2				2														1	1	1	2	3		1	1	54	95	1	3	9500			716000	6	76	1
3763777111	3763777	1	1	1	60	76	1	2	2	12	2	1	2	1	1	72		2		724000	1	98	2	2		2		2		2		74000				2		1	2		2	2	2			2				800000	2	2	1	2		.						.	12	4		2	2		EMPRESA DE SEGURIDAD		2						76	48		.	48			6	7		2				1							1		DILIGENCIAS PARA PENSIONARSE POR EDAD Y TIEMPO CUMPLIDO	1	1	84	1		2					7	1		1				2				2														1	1	1	2	8		1	1	58	85	1	1	8514	7492	74	724000	6	76	1
3763778111	3763778	1	1	1	60	76	1	2	2	12	1	1	2	1	1	33		1		930000	1	98	1	2		2		2		2		74000	22400		2	2		1	1		2	2	2			2				940000	2	2	1	1									12		20	2	2				2						76	48		.	68			9	4		1	1	1	9	1	1									1	1	6	1		2					3	1		1				2				2														1	1	1	2	5		1	1	98	15	1	1	1589			930000	6	76	1
3763779111	3763779	1	1	1	60	76	1	2	2	3	2	2	2	1	1	66		2		650000	1	86200	2	2		2		2		2		74000				2		1	2		2	2	2			2				98	2	2	1	2		.						.	12	4		2	2		EMPRESA DE ASEO		2						76	48		.	48			5	7		1	2	1	30	1	1									1	1	60	1		2					0	1		1				2				2														1	1	1	2	2		1	1	55	70	1	1	7020	7493	74	650000	6	76	1
3763779212	3763779	2	1	2	60	76	1	2	2	3	1	1	2	1	1	12		2		750000	2			2		2		2		2		74000	46000		2	2		1	1		2	2	2			2				700000	2	2	1	2		.						.	12			2	2				2						76	48		.	48			9	7		1	1	1	3	1	1									1	1	30	1		2					1	1		1				2				2														1	1	1	2	5		1	1	97	52	1	1	5211			750000	6	76	1
3763780111	3763780	1	1	1	60	76	1	1			1	2	2	2	2	6		1		820000	2			2		2		2		2			23500		2			2	1		2	2	2			2					2	2	2	2		.						.	12			2	2				2						76	48		.	48			5	7		1	1	1	6	1								1		1	1	18	1		2					0	1		1				2				1	1	2	1	2	2	2	2	2	2	2		1	1	2	2	2	2	8		2	1	45	51	1	1	5135			820000	6	76	1
3763781111	3763781	1	1	1	60	76	1	2	1		1	1	2	1	1	84		3		1300000	2			2		2		2		2		74000	47000		2	1		1	1		2	2	2			2				1376000	2	2	1	2		.						.	12			1	2				2						76	45		.	45			7	7		1	1	1	15	1	1									1	1	7	1		2					2	1		1				2				2														1	1	1	2	3		1	1	11	70	1	1	7010			1300000	6	76	1
3763782131	3763782	1	3	1	60	54	1	1			1	1	1	1	1	0		1		718350	2			1	168000	2		2		2		74000				1		1	2		2	2	2			2					2	2	2	1									4		15	2	2				2						54	48		.	63			3	7		2				1								1		2	1	8	1		2					8	2		10				2				2														1	1	1	2	3		1	1	33	67	1	1	6715			886350	6	54	1
3763784121	3763784	1	2	1	60	54	2									24																																							6			44000	1		3		12												3		54	10	1		20			1	2		2				1								1		2	2				2						2		2				1	20	1	2	2														1	2	1	2	3		2	1	55	74	1	4	7493			44000	6	54	1
3763784131	3763784	1	3	1	60	54	2									0																																							6			75000	1		1		8												3		54	27	1		27			1	2		2				1								1		2	1	2	4		2					4	2		2				1	23	1	1	1	1	1	1	2	1	1	1	1	2	2		1	1	2	2	2	2	9		2	1	95	45	1	4	4521			75000	6	54	1
3763785111	3763785	1	1	1	60	54	1	2	2	12	1	1	1	1	1	72		1		718350	2			2		2		2		2		74000				1	2	1	2	150000	2	1	2			1		98	300000	300000	2	1	1	2		.						.	12			2	2				2						54	44		.	44			9	5		1	1	1	6	1	1									1	1	24	1		2					6	1		1				2				2														1	1	1	2	2		2	1	59	52	1	1	5239			718350	6	54	1
3763786111	3763786	1	1	1	60	54	2									420																																							6			600000	1		3		12												3		54	60		.	60			1	7		2				1						1				2	1	6	1		2					3	2		2				2				2														1	2	1	2	3		1	1	84	50	1	4	5020			600000	6	54	1
3763787121	3763787	1	2	1	60	54	2									1																																							6			250000	1		1		8												3		54	20	1		20			1	4		2				1								1		2	1	8	4		2					4	2		11				1	28	1	1	1	1	1	1	2	1	2	1	1	1	2		2	1	2	2	2	2	9		2	1	98	60	1	4	6031			250000	6	54	1
3763787131	3763787	1	3	1	60	54	2									2																																							3			400000	1		1		8												3		54	60		.	55	6		1	7		2				1								1		2	1	2	4		2					1	2		11				2				1	1	1	1	1	1	1	1	1	1	2		1	1	2	2	2	2	9		2	2	80	19	1	4	1929			400000	6	54	1
3763788111	3763788	1	1	1	60	76	1	1			1	2	2	2	2	2		7	SE LO OFRECIERON	700000	2			1	100000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	10			2	2				2						76	42		.	42			4	6		2				1								1		2	1	2	1		2					1	2	DINERO DE SU TRABAJO	12				2				1	1	1	1	2	2	2	2	2	2	2		2	1	1	2	1	2	9		1	1	53	55	1	1	5529			800000	6	76	1
3763788121	3763788	1	2	1	60	76	2									3																																							6			140000	1		3		3												3		76	35	1		35			1	1		2				1								1		2	1	6	1		1	16	1		43000	16	2	CON RECURSOS DE SU TRABAJO	12	2	7	76	1	19	2	1	1	1	1	1	2	1	2	2	2	2	2		2	1	2	2	2	2	2		2	1	54	85	1	4	8532			183000	6	76	1
3763789111	3763789	1	1	1	60	76	2									60																																							7		1	500000	1		3		12											2015	3	1	76	56		.	56			3	7		2				1								1		2	1	120	1		2					0	2		3				2				2														1	1	1	2	6		1	1	41	52	1	5	5225			500000	6	76	1
3763789121	3763789	1	2	1	60	76	2									2																																							6			200000	1		3		12												3		76	30	2		30			1	1		1	2	2	6	1		1								2	1	60	5		1	20	5		500000	0	2		4	2	7	76	2				1	1	1	1	2	2	2	2	2	2	2		2	2	1	1	1	2	5		1	1	54	85	1	4	8532			700000	6	76	1
3763789141	3763789	1	4	1	60	76	2									18																																								.						.	12														76	5	1		5			3	7						1								1		2	2				2						2		5				1	24	2	1	1	1	1	1	2	2	2	2	2	2	2		2	1	1	1	1	2	3		2	1	45	52	1	6	5225				6	76	1
3763790111	3763790	1	1	1	60	76	2									5																																							7		1		1		3		12											2015	2	1	76	49		.	49			2	1		2				1								1		2	1	252	4		2					0	2		11				1	42	2	1	1	1	1	1	2	2	2	2	1	2	2		2	1	1	2	1	2	8		2	1	53	85	1	5	8531				6	76	1
3763790121	3763790	1	2	1	60	76	2									5																																							7		1		1		3		11											2015	2	1	76	42		.	42			2	1		2				1								1		2	1	6	1		2					1	2	CON RECURSOS DE SU TRABAJO	12				2				2														1	1	1	2	5		1	1	59	85	1	5	8531				6	76	1
3763791111	3763791	1	1	1	60	76	1	2	1		1	1	2	1	1	12		3		1300000	1	250000	2	2		2		2		2		200000	24200		2	2		1	1		2	2	2			2				1190000	2	2	1	1									12		3	1	2				2						76	50		.	53			9	9		1	1	1	15	1								1		1	1	12	1		2					0	1		1				2				2														1	2	1	2	1		2	1	2	70	1	1	7010			1300000	6	76	1
3763791121	3763791	1	2	1	60	76	1	2	2	12	2	2	2	1	1	6		3		1050000	2			2		2		2		2		74000	98		2	1		1	1		2	2	2			2				1050000	2	2	1	2		.						.	9	1		1	2				2						76	46		.	46			8	7		1	1	1	10	1		1								1	1	12	1		2					3	1	RECURSOS DE SU TRABAJO	12				2				1	1	1	1	1	1	2	2	2	1	2		1	1	1	1	1	2	1		1	1	39	36	1	1	3611	7491	74	1050000	6	76	1
3763792111	3763792	1	1	1	60	54	2									120																																							6			400000	1		3		12												3		54	72		.	72			2	1		2				1								1		2	1	24	4		2					0	2		2				2				1	1	2	1	1	2	2	2	2	2	2		2	1	1	1	2	2	3		1	2	53	55	1	4	5529			400000	6	54	1
3763792121	3763792	1	2	1	60	54	1	1			1	2	2	2	2	1		1		450000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	7			2	2				2						54	40		.	40			3	7		2				1						1				2	1	120	4		2					4	2		5				2				1	1	2	1	2	2	2	2	2	2	2		2	1	2	2	1	2	3		2	1	53	55	1	1	5522			450000	6	54	1
3763792161	3763792	1	6	1	60	54	1	1			1	1	2	2	2	12		1		450000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						54	40		.	40			3	7		2				1								1		2	2				2						2		2				2				1	1	2	1	2	2	2	2	2	2	2		1	1	1	1	1	2	3		1	1	53	55	1	1	5522			450000	6	54	1
3763793121	3763793	1	2	1	60	54	2									36																																							6			450000	1		3		12												3		54	42		.	42			1	9		2				1								1		2	1	136	4		2					6	2		2				2				1	1	2	1	2	2	2	2	1	2	2		2	1	2	2	1	2	9		2	1	95	45	1	4	4521			450000	6	54	1
3763795111	3763795	1	1	1	60	54	2									60																																							6			80000	1		3		12												3		54	12	1		12			1	1		2				1								1		2	1	120	4		2					0	2		2				1	20	2	1	1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	2	2	3		2	1	77	55	1	4	5529			80000	6	54	1
3763796111	3763796	1	1	1	60	54	2									84																																							6			200000	1		3		12												3		54	16	1		16			1	2		2				1								1		2	2				1	5	4		15000		2		2	1	1	54	1	20	2	1	1	1	2	1	2	1	2	2	2	2	2		2	1	2	2	2	2	3		2	1	56	93	1	4	9301			215000	6	54	1
3763797111	3763797	1	1	1	60	54	2									360																																							6			800000	1		3		12												3		54	42		.	42			1	6		2				1								1		2	2				2						2		2				2				2														1	1	1	2	9		1	1	99	93	1	4	9309			800000	6	54	1
3763798121	3763798	1	2	1	60	54	2									120																																							6			350000	1		3		12												3		54	30	1		20	6		1	2		2				1								1		2	2				2						2		2				1	20	2	1	1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	2	2	3		2	1	56	93	1	4	9301			350000	6	54	1
3763799111	3763799	1	1	1	60	76	1	1			1	1	2	2	1	14		2		644350	2			1	184000	2		1	78200	2								2	2		2	2	2			2				950000	2	2	1	2		.						.	12			2	2				2						76	54		.	54			4	5		2				1								1		1	1	24	1		2					2	2		1				2				2														1	2	1	2	2		1	1	37	52	1	1	5236			828350	6	76	1
3763799121	3763799	1	2	1	60	76	1	1			1	1	2	1	1	60		1		864350	2			2		2		1	78200	2								2	2		2	2	2			2				760000	2	2	1	2		.						.	12			2	1	80000			2						76	48		.	48			4	5		1	1	3	6	1	1									2	1	1	8		2					3	2		1				2				2														1	1	1	2	2		1	1	45	52	1	1	5269			864350	6	76	1
3763802111	3763802	1	1	1	60	54	2									264																																							6			420000	1		3		12												3		54	40		.	40			1	6		2				1								1		2	1	240	4		2					1	2		2				2				2														1	1	1	2	5		2	1	45	52	1	4	5262			420000	6	54	1
3763803111	3763803	1	1	1	60	54	2									72																																							6			500000	1		3		12												3		54	50		.	50			1	4		1	1	2	2	1	1									2	1	48	1		2					2	2		1				2				2														1	1	1	2	3		1	1	97	60	1	4	6042			500000	6	54	1
3763804111	3763804	1	1	1	60	54	1	1			1	1	2	2	2	12		1		600000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						54	50		.	50			3	7		2				1								1		2	1	6	1		2					3	2		2				2				2														2	2	2	2	3		2	1	93	36	1	1	3611			600000	6	54	1
3763807111	3763807	1	1	1	60	54	2									24																																							3			600000	1		3		12												3		54	72		.	72			1	7		2				1								1		2	2				2						2		2				2				2														1	2	2	2	5		1	1	79	18	1	4	1810			600000	6	54	1
3763808111	3763808	1	1	1	60	54	2									60																																							6			700000	1		3		12												2		54	60		.	60			1	2		2				1								1		2	1	18	2		2					6	2		2				2				2														1	2	1	2	5		1	1	95	45	1	4	4521			700000	6	54	1
3763809111	3763809	1	1	1	60	54	2									84																																							7		2	650000	1		3		12												2		54	42		.	42			1	3		2				1								1		2	1	34	1		2					7	2		2				2				2														2	1	1	2	5		1	2	53	55	1	4	5529			650000	6	54	1
3763810121	3763810	1	2	1	60	76	1	2	1		1	1	2	1	1	6		1		1800000	2			2		2		2		2								2	2		2	2	2			2				900000	2	2	1	2		.						.	12			2	2				2						76	48		.	48			9	7		1	1	1	10	1	1									1	1	60	1		2					6	1		1				2				2														1	1	1	2	3		1	1	3	75	1	2	7512			1800000	6	76	1
3763811111	3763811	1	1	1	60	76	1	2	1		1	1	2	1	1	1		2		644000	1	40000	2	1	65000	2		2		2		74000	23000		2	2		1	1		2	2	2			2				50000	2	2	1	1									12		6	1	2				2						76	48		.	54			9	7		1	1	1	20	1	1									1	1	45	1		2					0	1		1				2				2														1	1	1	2	4		1	1	39	15	1	1	1530			709000	6	76	1
3763811121	3763811	1	2	1	60	76	1	2	1		1	1	2	1	1	65		2		900000	2			1	144000	2		2		2		74000	46000		2	1		1	1		2	2	2			2				860000	2	2	1	2		.						.	12			2	2				2						76	54		.	54			9	7		1	2	1	10	1	1									1	1	60	4		2					0	1		1				2				2														1	1	2	2	3		1	2	33	51	1	1	5137			1044000	6	76	1
3763813111	3763813	1	1	1	60	76	1	2	1		1	1	2	2	2	18		7	LE OFRECIERON EL TRABAJO	725000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						76	56		.	56			4	7		2				1								1		2	1	48	4		1	10	4			0	2		1	1	1	76	2				2														1	1	1	2	10	DE LA PENSION	1	1	45	52	1	1	5233			725000	6	76	1
3763814111	3763814	1	1	1	60	76	1	2	2	12	2	2	2	1	1	18		1		644000	1	98	2	2		2		2		2		74000	23000		2	2		1	1		2	2	2			2				400000	2	2	1	1									12	4	4	2	2		EMPRESA DE SEGURIDAD PRIVADA		2						76	48		.	52			9	7		1	1	1	3	1								1		1	1	12	4		2					0	1		1				2				1	1	2	1	2	1	2	2	1	2	2		1	1	2	2	1	2	8		2	2	58	51	1	1	5125	7492	74	644000	6	76	1
3763814121	3763814	1	2	1	60	76	1	2	1		2	1	2	1	1	11		3		644000	1	200000	2	2		2		2		2		74000				2		1	2		2	2	2			2				900000	2	2	1	1									12	4	16	2	2		EMPRESA DE SEGURIDAD PRIVADA		2						76	72		.	88			4	7		1	1	1	3	1								1		1	1	12	1		2					1	1		5				2				1	1	1	1	2	2	2	2	2	2	2		2	1	1	2	2	2	4		1	2	58	70	1	1	7020	7492	74	644000	6	76	1
3763815111	3763815	1	1	1	60	54	2									36																																							6			800000	1		3		12												3		54	40		.	40			1	5		2				1								1		2	1	12	4		2					0	2		3				2				1	1	1	1	2	2	2	2	2	2	2		1	1	2	2	1	2	8		2	1	97	93	1	4	9309			800000	6	54	1
3763818121	3763818	1	2	1	60	54	2									60																																							5			400000	1		3		12												3		54	25	2		25			1	5		2				1	1									2	1	2	4		2					23	2		1				2				2														1	2	1	2	3		1	1	45	52	1	4	5261			400000	6	54	1
3763819111	3763819	1	1	1	60	54	2									1																																							6			300000	1		3		12												3		54	30	2		30			1	5		2				1								1		2	1	4	4		2					0	2		2				2				2														1	2	1	2	3		2	1	41	51	1	4	5125			300000	6	54	1
3763819121	3763819	1	2	1	60	54	2									1																																							6			300000	1		3		12												3		54	35	2		35			1	5		2				1								1		2	1	6	4		2					0	2		2				2				2														1	2	1	2	3		2	1	41	51	1	4	5125			300000	6	54	1
3763823141	3763823	1	4	1	60	54	1	2	1		1	1	1	1	1	1		1		644500	2			2		2		2		2		70000	46000		2	2		1	1		2	2	2			2					2	2	2	2		.						.	12			2	2				2						54	50		.	50			8	7		1	1	1	10	1	1									1	1	7	4		2					0	1		1				2				2														1	1	1	2	3		1	1	39	52	1	1	5211			644500	6	54	1
3763824111	3763824	1	1	1	60	54	1	1			1	1	2	2	2	2		1		645000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	4			2	2				2						54	46		.	46			4	9		1	1	1	0	1	1									1	1	12	4		2					8	2		1				2				2														1	2	1	2	3		2	1	95	45	1	1	4521			645000	6	54	1
3763824121	3763824	1	2	1	60	54	2									120																																							6			80000	1		3		12												3		54	15	2		15			1	2		2				1								1		2	2				2						2		3				2				2														1	2	1	2	3		2	1	55	74	1	4	7493			80000	6	54	1
3763824131	3763824	1	3	1	60	54	1	1			1	1	1	1	1	8		1		645000	2			1	200000	2		2		2		72000				2		1	2		2	2	1	85000	2	1		150000			2	2	2	2		.						.	8			2	2				2						54	60		.	60			6	7		1	1	1	0	1	1									1	2				2						1		1				2				2														1	1	1	2	5		1	1	53	55	1	1	5521			845000	6	54	1
3763825121	3763825	1	2	1	60	54	2									36																																							6			250000	1		3		12												3		54	40		.	40			1	7		2				1								1		2	1	12	1		2					0	2		2				2				2														1	2	1	2	8		2	1	80	19	1	4	1929			250000	6	54	1
3763826111	3763826	1	1	1	60	54	2									300																																							6			500000	1		3		12												3		54	48		.	48			1	6		2				1								1		2	1	12	1		2					0	2		2				2				2														1	2	1	2	8		2	1	45	52	1	4	5262			500000	6	54	1
3763826131	3763826	1	3	1	60	54	2									156																																							6			400000	1		3		12												3		54	46		.	46			1	6		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		2	1	45	52	1	4	5262			400000	6	54	1
3763826141	3763826	1	4	1	60	54	2									60																																							6			300000	1		3		12												3		54	40		.	40			1	6		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		2	1	45	52	1	4	5262			300000	6	54	1
3763827111	3763827	1	1	1	60	54	2									48																																							6			600000	1		3		12												3		54	40		.	20	6		1	5		2				1								1		2	1	40	4		2					0	2		2				2				1	1	2	1	2	2	2	2	1	2	2		2	1	1	2	1	2	8		2	1	41	51	1	4	5125			600000	6	54	1
3763828111	3763828	1	1	1	60	54	2									18																																							6			1000000	1		3		12												3		54	48		.	48			1	7		2				1								1		2	1	60	4		2					0	2		2				2				2														1	2	1	2	8		1	1	80	19	1	4	1929			1000000	6	54	1
3763829111	3763829	1	1	1	60	54	1	2	1		1	1	1	1	1	300		1		1500000	2			2		2		2		2								2	2		2	2	2			1		750000	1500000	750000	2	1	1	2		.						.	12			2	2				2						54	48		.	48			6	7		1	1	1	25	1	1									1	2				1	23	4		1500000		1		1	4	7	54	2				2														1	1	1	1	1		1	2	5	85	1	1	8512			3000000	6	54	1
3763830121	3763830	1	2	1	60	54	1	1			1	1	2	2	2	12		1		800000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						54	48		.	48			1	10		1	1	1	1	1	1									1	1	12	4		2					1	2		1				2				2														1	2	1	2	8		1	2	71	10	1	1	1010			800000	6	54	1
3763830131	3763830	1	3	1	60	54	2									6																																							6			250000	1		3		12												3		54	40		.	40			1	6		2				1								1		2	1	18	4		2					0	2		2				2				2														1	2	1	2	8		1	1	97	63	1	4	6310			250000	6	54	1
3763831111	3763831	1	1	1	60	54	2									2																																							6			300000	1		3		10												3		54	40		.	40			1	7		2				1								1		2	1	3	4		2					1	2		2				2				1	1	2	1	2	2	2	2	2	2	2		1	1	2	2	1	2	3		2	1	53	55	1	4	5529			300000	6	54	1
