idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	empleado
3751938111	3751938	1	1	1	60	68	2									60																																							6			650000	1		3		12												3		68	66		.	66			1	6		2				1								1		2	1	36	4		2					0	2		2				2				2														1	2	2	2	8		1	1	97	63	1	4	6310			650000	6	68	1
3751939111	3751939	1	1	1	60	68	2									60																																							6			550000	1		3		12												3		68	50		.	50			1	6		2				1								1		2	1	12	4		2					0	2		7				2				2														1	1	1	2	5		1	1	45	52	1	4	5262			550000	6	68	1
3751941111	3751941	1	1	1	60	68	2									15																																							6			700000	1		3		12												3		68	60		.	60			1	6		2				1								1		2	1	6	1		2					2	2		2				2				1	1	2	1	1	2	2	2	2	2	2		2	1	1	2	2	2	9		2	2	45	52	1	4	5262			700000	6	68	1
3751942111	3751942	1	1	1	60	68	1	1			1	1	2	2	2	1		1		780000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						68	54		.	54			2	2		2				1								1		2	1	6	1		1	8	4		80000	0	2		7	1	6	68	2				2														1	1	1	2	8		2	1	95	45	1	1	4521			860000	6	68	1
3751945111	3751945	1	1	1	60	68	1	1			1	1	2	2	2	1		1		780000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	8			2	2				2						68	40		.	40			5	6		2				1								1		2	1	60	4		2					4	2		2				2				1	1	2	1	2	1	2	2	2	1	2		2	1	2	2	1	2	3		2	1	59	93	1	1	9309			780000	6	68	1
3751945121	3751945	1	2	1	60	68	2									156																																							6			100000	1		3		12												3		68	30	1		30			1	6		2				1								1		2	1	6	4		2					48	2		2				1	20	2	1	1	1	2	1	2	2	2	2	2	2	2		2	1	1	2	2	2	3		1	2	45	51	1	4	5155			100000	6	68	1
3751945212	3751945	2	1	2	60	68	1	1			1	2	2	2	2	3	AYUDANTE  DE  UN  CUENTA  PROPIA(AYUDANTE SOLADOR DE  CALZADO)																																						3			200000	1		3		12												3		68	40		.	16	6		1	7		2				1								1		2	1	12	1		2					0	2		2				2				1	1	2	1	2	2	2	2	2	2	2		1	1	1	2	1	2	9		2	1	80	19	1	9	1921	1921	19	200000	6	68	1
3751946111	3751946	1	1	1	60	68	1	2	1		1	1	1	1	1	150		5		1800000	2			2		2		2		2			20100		2		1	2	1	48876	2	1	2			1		1200000	1800000	1200000	2	1	1	2		.						.	12			2	2			210931	1	1					68	84		.	84			9	7		1	3	1	12	1	1									1	1	6	4		2					3	1		1				2				2														1	2	1	2	1		1	2	58	75	1	2	7524			1800000	6	68	1
3751947111	3751947	1	1	1	60	68	2									120																																							6			900000	1		3		12												3		68	84		.	84			2	6		2				1								1		2	1	115	4		2					2	2		2				2				1	1	2	1	1	2	2	2	2	1	2		2	1	1	2	2	2	5		1	1	38	64	1	4	6421			900000	6	68	1
3751947121	3751947	1	2	1	60	68	2									6																																							6			105000	1		3		12												3		68	12	2		12			1	2		2				1								1		2	1	20	6		2					0	2		2				2				2														1	1	1	2	3		2	2	59	85	1	4	8532			105000	6	68	1
3751947131	3751947	1	3	1	60	68	2									24																																								.						.	12														68	10	2		10			2	6		2				1								1		2	2				2						2		2				2				2														1	2	1	2	3		1	1	38	64	1	6	6412				6	68	1
3751948111	3751948	1	1	1	60	68	2									144																																							3			600000	1		3		12												3		68	70		.	70			2	1		2				1								1		2	1	60	1		2					0	2		3				2				2														1	2	2	2	3		1	1	79	18	1	4	1810			600000	6	68	1
3751948121	3751948	1	2	1	60	68	1	2	1		1	1	2	1	1	39		1		868000	2			2		2		2		2		74000				1		1	2		2	2	2			2	300000			833000	1	2	1	2		.						.	12			2	2				2						68	44		.	44			9	6		1	1	1	7	1	1									1	1	9	1		2					0	1		1				2				1	1	1	1	2	2	2	2	2	2	2		2	1	2	1	1	2	1		1	1	19	85	1	1	8532			868000	6	68	1
3751948131	3751948	1	3	1	60	68	1	2	1		1	1	2	1	1	144		1		1200000	2			2		2		2		2								2	2		2	2	2			2				1500000	2	2	1	2		.						.	12			2	2				2						68	45		.	45			5	7		1	1	1	9	1	1		1							1	2				2						1		1				1	10	1	1	1	1	1	1	2	2	2	2	2	2	2		2	1	1	1	1	1	1		1	1	2	28	1	1	2892			1200000	6	68	1
3751948141	3751948	1	4	1	60	68	2									144																																								.						.	12														68	35	2		35			2	1		2				1								1		2	1	300	4		2					99	2		2				2				2														1	1	1	2	3		1	1	79	17	1	6	1730				6	68	1
3751949111	3751949	1	1	1	60	68	1	2	2	12	1	1	1	1	1	8		2		1050000	2			2		2		2		2		72000	25000		2	1		1	1		2	2	2			2				200000	2	2	1	2		.						.	8			2	2				2						68	60		.	60			9	4		1	2	1	10	1	1									1	1	96	4		2					6	1		1				2				2														1	1	1	2	5		1	1	98	60	1	1	6021			1050000	6	68	1
3751949121	3751949	1	2	1	60	68	1	2	1		2	1	2	1	1	21		1		644000	2			2		2		2		2		74000	25000		2	2		1	1		2	2	2			2				589000	2	2	1	2		.						.	12	4		2	2		AMERICANA DE SERVICIOS LTDA		2						68	48		.	48			4	7		1	2	1	15	1	1									1	1	12	1		2					1	1		1				2				2														1	1	1	2	3		1	1	55	70	1	1	7020	7491	74	644000	6	68	1
3751949131	3751949	1	3	1	60	68	1	2	2	12	1	1	2	2	1	60		2		644000	2			2		2		2		2		74000				2		1	2		2	2	2			2				750000	2	2	1	2		.						.	12			2	2				2						68	40		.	40			3	7		1	1	1	3	1	1									1	1	12	4		2					0	1		1				2				1	1	1	1	1	2	2	2	1	2	2		2	1	1	1	2	2	3		1	1	57	93	1	1	9309			644000	6	68	1
3751950121	3751950	1	2	1	60	68	1	1			1	1	2	2	2	10		1		900000	2			1	315000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	10			2	2				2						68	96		.	64	6		7	7		2				1								1		2	1	3	4		2					2	2		4				2				2														1	1	1	2	2		1	1	53	55	1	1	5521			1215000	6	68	1
3751951111	3751951	1	1	1	60	68	2									1																																							6			50000	1		1		2												3		68	48		.	16	6		1	1		2				1								1		2	1	1	4		2					4	2		1				1	28	2	2	2														1	2	2	2	3		2	1	79	52	1	4	5271			50000	6	68	1
3751952111	3751952	1	1	1	60	68	2									120																																							6			200000	1		3		12												3		68	40		.	12	6		1	5		2				1								1		2	1	48	4		2					0	1		3				2				1	1	2	1	2	2	2	1	2	2	2		2	1	2	2	2	2	3		2	1	45	52	1	4	5269			200000	6	68	1
3751952121	3751952	1	2	1	60	68	1	2	1		1	1	1	2	1	312		2		1288000	2			2		2		2		2		74000	25000		2	2		1	1		2	2	2			2				1288000	2	2	1	2		.						.	12			2	2				2						68	45		.	45			9	7		1	1	1	26	1	1									1	2				2						1		1				1	14	2	1	2														1	1	1	2	8		1	1	44	65	1	1	6596			1288000	6	68	1
3751953111	3751953	1	1	1	60	68	1	1			1	1	2	1	1	276		1		880000	2			2		2		2		2		74000				1		1	2		2	2	2			2				800000	2	2	1	2		.						.	12			2	2				2						68	80		.	80			2	7		1	2	3	25	1	1					1				1	1	36	1		1	14	6			36	1		1	2	1	68	2				2														1	1	1	2	5		1	1	45	52	1	1	5211			880000	6	68	1
3751953121	3751953	1	2	1	60	68	2									120																																							7		1	1200000	1		3		12											2015	2	1	68	54		.	15	1		2	1		2				1						1				2	1	12	1		2					6	2		3				2				2														1	1	1	2	3		1	1	41	18	1	5	1810			1200000	6	68	1
3751953141	3751953	1	4	1	60	68	1	2	1		1	1	2	1	1	7		1		333000	2			2		2		2		2			37000		1			2	1		2	2	2			2					2	2	2	2		.						.	9			2	2				2						68	24	3	ACUERDO CON LA EMPRESA	24			5	7		1	2	1	0	1	1		1							1	1	2	1		2					0	1		1				2				2														1	1	1	2	3		1	1	33	50	1	1	5020			333000	6	68	1
3751955111	3751955	1	1	1	60	68	1	1			2	2	2	2	2	18		1		644000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12	4		2	2		GONZALO VILLAMIL		2						68	90		.	90			6	4		2				1								1		1	1	180	4		2					0	2		1				2				1	1	2	1	2	2	2	2	1	1	2		2	1	1	2	2	2	9		1	1	98	64	1	1	6412	6412	64	644000	6	68	1
3751955131	3751955	1	3	1	60	68	1	2	2	3	1	1	2	1	1	4		2		1500000	1	50000	1	2		2		2		2		74000				1		1	2		2	2	1	130000	1	2					2	2	2	2		.						.	4			2	2				2						68	60		.	60			9	7		1	1	1	0	1			1							1	1	6	1		2					2	1		1				2				2														1	1	1	2	3		1	1	7	85	1	1	8511			1500000	6	68	1
3751956111	3751956	1	1	1	60	68	2									108																																							7		1	1500000	1		3		12											2015	1	1	68	48		.	40	6		8	9		1	1	1	6	1	1		1	1						1	1	72	4		2					0	1		1				2				2														1	1	1	2	2		1	1	21	45	1	5	4559			1500000	6	68	1
3751957111	3751957	1	1	1	60	68	1	2	1		1	1	2	1	1	168																																							4			1500000	1		3		12												2		68	48		.	96			1	4		1	1	1	22	1	1									1	1	60	4		2					0	2		1				2				1	1	2	1	2	2	2	2	1	1	2		2	1	1	2	2	2	5		2	2	98	60	1	4	6021			1500000	6	68	1
3751957131	3751957	1	3	1	60	68	1	2	1		1	1	2	1	1	24		7	INTERNET	1300000	2			2		2		2		2								2	2		2	2	2			2	400000			1200000	1	2	1	2		.						.	12			1	2				2						68	48		.	48			9	7		1	1	1	5	1								1		1	1	12	4		2					4	1		1				2				2														1	1	1	2	1		1	1	44	50	1	1	5011			1300000	6	68	1
3751958111	3751958	1	1	1	60	68	1	2	1		1	1	2	1	1	108		1		1400000	2			2		2		2		2		72000	75000		2	1	2	1	1	140000	2	1	2			1		900000	1800000	1400000	2	1	1	2		.						.	12			2	2				2						68	45		.	45			9	7		1	1	1	15	1	1									1	1	72	1		1	4	4		900000	4	1		1	1	5	68	2				2														1	1	1	1	2		1	1	55	41	1	1	4100			2300000	6	68	1
3751958121	3751958	1	2	1	60	68	1	1			1	1	2	2	2	12		1		800000	2			1	280000	2		1	50000	2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						68	42		.	42			3	5		2				1								1		2	1	24	1		2					24	2		3				2				2														1	1	1	2	3		1	1	98	71	1	1	7130			1080000	6	68	1
3751958131	3751958	1	3	1	60	68	1	1			1	1	2	2	2	3		1		150000	2			1	200000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	3			2	2				2						68	40		.	40			3	7		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	50	55	1	1	5522			350000	6	68	1
3751958141	3751958	1	4	1	60	68	1	2	2	12	1	1	2	2	2	60																																							1			870000	1		3		12												3		68	45		.	45			9	7		2				1								1		2	1	24	1		2					5	2		10				2				2														1	1	1	2	8		1	1	38	74	1	4	7499			870000	6	68	1
3751963111	3751963	1	1	1	60	68	1	2	2	12	1	1	2	1	2	12		1		1300000	2			2		2		2		2								2	2		2	2	2			2				1300000	2	2	1	2		.						.	12			2	2				2						68	98		.	98			9	4		1	1	1	20	1	1		1							1	1	24	1		2					0	1		1				2				1	1	1	1	1	2	2	2	1	2	2		1	1	2	2	2	2	3		2	2	98	60	1	1	6021			1300000	6	68	1
3751963121	3751963	1	2	1	60	68	2									120																																							6			85000	1		3		12												3		68	21	2		21			1	1		2				1						1				2	2				2						2		3				2				1	1	1	1	2	2	2	2	2	2	2		1	1	2	2	2	2	3		1	1	79	17	1	4	1741			85000	6	68	1
3751963141	3751963	1	4	1	60	68	1	2	1		1	1	2	1	1	24		1		1100000	2			2		2		2		2		74000				2		1	2		2	2	2			1		550000		1100000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			9	7		1	1	1	6	1	1									1	1	17	1		2					0	1		1				2				2														1	1	1	2	3		1	1	39	60	1	1	6042			1100000	6	68	1
3751963151	3751963	1	5	1	60	68	1	1			1	2	2	2	2	3		1		120000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	6			2	2				2						68	21	2		48			3	7		2				1								1		2	1	3	1		2					6	2		2				2				2														1	1	1	2	3		2	1	33	52	1	1	5211			120000	6	68	1
3751964111	3751964	1	1	1	60	68	2									72																																							7		2	850000	1		3		12												2		68	90		.	90			2	7		2				1			1	1						2	1	360	4		2					0	2		2				2				2														1	1	1	2	3		1	1	41	52	1	4	5221			850000	6	68	1
3751964121	3751964	1	2	1	60	68	2									72																																								.						.	12														68	28	2		28			2	7		2				1								1		2	2				2						2		2				2				2														1	1	1	2	3		2	1	45	52	1	6	5221				6	68	1
3751964131	3751964	1	3	1	60	68	1	1			1	1	2	2	2	60		1		3000000	2			2		2		2		2								2	2		2	2	2			2				3000000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			5	7		1	1	1	24	1	1									1	1	24	1		2					0	2		1				2				2														1	1	1	2	3		1	2	97	26	1	1	2610			3000000	6	68	1
3751964141	3751964	1	4	1	60	68	2									36																																							3			1200000	1		3		12												3		68	48		.	48			1	7		2				1			1							2	1	24	4		2					0	2		2				2				2														1	1	1	2	3		1	2	97	26	1	4	2610			1200000	6	68	1
3751965111	3751965	1	1	1	60	68	2									18																																							6			350000	1		3		12												2		68	70		.	70			1	5		2				1			1	1						2	1	36	1		2					0	2		4				2				2														1	1	1	2	3		1	2	45	52	1	4	5262			350000	6	68	1
3751965121	3751965	1	2	1	60	68	2									12																																							6			200000	1		3		12												3		68	60		.	60			1	6		2				1				1		1				2	1	24	1		2					0	2		4				2				2														1	1	1	2	3		1	1	45	52	1	4	5262			200000	6	68	1
3751965212	3751965	2	1	2	60	68	1	1			1	1	2	2	2	24		1		300000	2			1	120000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						68	48		.	48			2	7		2				1								1		2	1	36	3		2					0	2		2				2				2														1	1	1	2	3		1	1	45	52	1	1	5211			420000	6	68	1
3751966131	3751966	1	3	1	60	68	1	2	2	12	1	1	2	1	2	12		1		644350	2			2		2		2		2		74000				2		1	2		2	2	2			2				644350	2	2	1	2		.						.	12			2	2				2						68	48		.	48			5	7		1	1	1	18	1	1		1							1	1	60	4		2					0	1		1				2				2														1	1	1	2	3		1	2	56	93	1	1	9301			644350	6	68	1
3751966141	3751966	1	4	1	60	68	1	2	1		1	2	2	1	2	12		1		644350	2			2		2		2		2		74000				2		1	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						68	48		.	48			9	4		1	1	1	3	1	1		1							1	1	36	1		2					6	1		1				2				2														1	1	1	2	3		1	1	33	52	1	1	5235			644350	6	68	1
3751968111	3751968	1	1	1	60	68	1	1			1	2	2	2	2	120		1		1200000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						68	60		.	60			4	7		2				1			1	1						2	1	24	1		2					0	2		3				2				1	1	1	1	1	2	2	2	2	2	2		2	1	2	2	2	2	3		2	1	16	74	1	1	7430			1200000	6	68	1
3751968121	3751968	1	2	1	60	68	1	2	1		1	2	2	1	1	12		1		1220000	2			2		2		2		2		74000	26000		2	2		1	1		2	2	2			1		600000		1200000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			7	7		1	1	1	14	1	1					1				1	1	24	1		2					1	1		1				2				2														1	1	1	2	3		1	1	30	80	1	1	8060			1220000	6	68	1
3751969111	3751969	1	1	1	60	68	1	2	2	12	1	1	2	1	2	3		1		1200000	2			2		2		2		2		74000				2		1	2		2	2	2			2				450000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			9	7		1	1	1	7	1	1		1							1	1	36	1		2					0	2		1				2				2														1	1	1	2	3		2	1	39	80	1	2	8050			1200000	6	68	1
3751969121	3751969	1	2	1	60	68	1	2	1		1	1	2	1	1	120		3		1000000	2			2		2		2		2		74000				2		1	2		2	2	2			1		500000		1000000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			2	7		1	1	1	10	1	1		1							1	2				2						1		1				2				2														1	1	1	2	3		1	1	44	66	1	1	6601			1000000	6	68	1
3751970131	3751970	1	3	1	60	68	1	2	1		1	2	2	1	1	60		1		1200000	2			2		2		2		2				250000				2	2		1	2	2			2				1200000	2	2	1	2		.						.	12			2	2				2		2				68	48		.	48			8	7		1	1	1	5	1	1		1							1	1	6	1		2					0	1		1				2				2														1	1	1	2	3		1	1	45	15	1	1	1543			1200000	6	68	1
3751971111	3751971	1	1	1	60	68	1	2	1		1	1	2	1	1	36		1		1000000	2			2		2		2		2		74000	50000		2	2		1	1		2	2	2			1		500000		1000000	2	2	1	2		.						.	12			2	2				2						68	48		.	48			9	7		1	1	1	5	1	1		1							1	1	90	4		2					0	1		1				2				2														1	1	1	2	3		1	1	55	80	1	1	8042			1000000	6	68	1
3751971121	3751971	1	2	1	60	68	1	2	2	12	1	1	2	2	2	12																																							1			1300000	1		3		12												3		68	90		.	90			9	7		1	1	2	10	1	1		1							1	1	24	1		2					0	2		1				2				2														1	1	1	2	3		1	2	13	80	1	4	8050			1300000	6	68	1
3751973111	3751973	1	1	1	60	52	1	2	1		1	1	1	1	1	60		1		644350	1	98	2	2		2		2		2		98				2		1	2		2	2	2			1		98	308000	308000	2	1	1	2		.						.	12			2	2				2						52	105		.	105			9	4		1	2	1	25	1	1									1	1	120	1		2					0	1		1				2				2														1	1	1	2	3		1	2	98	60	1	1	6021			644350	6	52	1
3751973121	3751973	1	2	1	60	52	2									120																																							6			400000	1		3		12												3		52	40		.	40			1	1		2				1								1		2	2				2						2		3				2				2														1	1	1	2	5		1	1	79	18	1	4	1810			400000	6	52	1
3751973131	3751973	1	3	1	60	52	1	1			1	1	2	2	2	48		1		168000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						52	66		.	66			2	4		2				1								1		2	2				2						2		6				2				1	1	1	1	1	1	2	1	1	1	2		2	1	2	2	2	2	8		1	1	97	60	1	1	6021			168000	6	52	1
3751974111	3751974	1	1	1	60	52	1	2	2	6	1	1	1	1	1	6		2		850000	2			2		2		2		2		98				1		1	2		2	2	2			2					2	2	2	2		.						.	7			2	2				2						52	44		.	44			4	7		1	2	1	0	1	1									1	1	1	4		2					3	2		1				1	32	2	1	2														1	1	1	2	1		1	1	39	74	1	1	7491			850000	6	52	1
3751974121	3751974	1	2	1	60	52	1	2	1		1	1	1	1	1	60		2		1057000	2			2		2		2		2		98				1		1	2		2	2	2			1		98	98	98	2	1	1	2		.						.	12			2	2				2						52	40		.	40			9	7		1	2	1	5	1	1									1	1	96	1		2					5	1		4				2				2														1	1	1	1	1		1	1	39	75	1	2	7513			1057000	6	52	1
3751976121	3751976	1	2	1	60	52	1	2	2	3	1	1	1	1	1	16		2		660000	2			2		2		2		2		74000	44000		2	1		1	1		2	2	2			2			98	98	2	1	1	2		.						.	12			2	2				2						52	45		.	45			5	7		1	1	1	1	1	1									1	1	36	1		2					12	1		1				2				1	1	2	1	2	1	2	2	2	2	2		2	1	1	1	1	2	9		2	1	7	85	1	1	8512			660000	6	52	1
