idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	P6016	P6020	P6030	P6030s1	P6030s3	P6040	P6050	P6070	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210s1	P6220	Area	Esc	Mes	Dpto
3748958131	3748958	1	3	1	10	3	2	1	6	1993	21	3	6	1			1	5		2	1	1	2	6	1	2	50	12	6	50
3748959111	3748959	1	1	1	10	1	2	1	8	1945	69	1	5	1			3			2	1	2		3	4		50	4	6	50
3748960111	3748960	1	1	1	10	1	2	1	9	1938	76	1	5	1			3			2	1	2		3	5		50	5	6	50
3748961111	3748961	1	1	1	10	1	1	1	1	1944	71	1	3	1			3			2	1	2		3	3		50	3	6	50
3748961121	3748961	1	2	1	10	2	2	1	10	1946	68	2	3	1			3			2	2	2		1	0		50	0	6	50
3748961131	3748961	1	3	1	10	3	2	1	10	1975	39	3	4	1			3			2	1	2		4	8		50	8	6	50
3748962111	3748962	1	1	1	10	1	1	1	4	1962	53	1	4	1			3			2	1	2		3	3		50	3	6	50
3748962121	3748962	1	2	1	10	2	2	1	12	1992	22	3	6	1			1	1	24500	2	1	2		4	8		50	8	6	50
3748962131	3748962	1	3	1	10	3	2	1	7	1994	20	3	6	1			3			2	1	2		5	11	2	50	11	6	50
3748963111	3748963	1	1	1	10	3	1	1	4	1968	47	1	3	1			1	1	25774	2	1	2		3	5		50	5	6	50
3748963121	3748963	1	2	1	10	2	2	1	6	1969	46	2	3	1			1	5		2	1	2		4	7		50	7	6	50
3748963131	3748963	1	3	1	10	3	2	1	5	1994	21	3	6	1			1	5		2	1	1	2	6	2	2	50	13	6	50
3748963141	3748963	1	4	1	10	4	1	1	12	1989	25	3	2	1			1	5		2	1	1	2	6	5	2	50	16	6	50
3748963151	3748963	1	5	1	10	5	2	1	6	1997	18	5	6	1			1	5		2	1	1	2	5	10	1	50	10	6	50
3748964111	3748964	1	1	1	10	1	2	1	3	1956	59	1	4	1			3			2	1	2		5	11	2	50	11	6	50
3748964121	3748964	1	2	1	10	1	2	1	4	1998	17	3	6	1			3			2	1	1	1	5	10	1	50	10	6	50
3748965111	3748965	1	1	1	10	1	2	1	7	1980	34	1	6	1			2	1	98	2	1	1	2	6	7	4	50	18	6	50
3748965121	3748965	1	2	1	10	2	2	1	6	1943	72	5	5	1			2	2	98	2	1	2		3	3		50	3	6	50
3748966111	3748966	1	1	1	10	1	2	1	4	1975	40	1	5	1			1	1	25774	2	1	2		5	11	2	50	11	6	50
3748966121	3748966	1	2	1	10	2	1	1	10	2000	14	3	6	1			1	5		2	1	1	1	4	8		50	8	6	50
3748967111	3748967	1	1	1	10	1	1	1	6	1954	61	1	3	1			2	2	98	2	1	2		5	11	2	50	11	6	50
3748967121	3748967	1	2	1	10	2	2	1	7	1955	59	2	3	1			2	5		2	1	2		5	11	2	50	11	6	50
3748967131	3748967	1	3	1	10	2	2	1	12	1975	39	3	4	1			1	1	98	2	1	2		6	1	2	50	12	6	50
3748967141	3748967	1	4	1	10	2	2	1	12	1996	18	4	6	1			1	5		2	1	1	2	6	2	2	50	13	6	50
3748967151	3748967	1	5	1	10	2	2	1	2	1979	36	3	4	1			1	1	98	2	1	1	2	6	3	2	50	14	6	50
3748968111	3748968	1	1	1	10	1	1	1	12	1965	49	1	3	1			3			2	1	2		5	11	2	50	11	6	50
3748968121	3748968	1	2	1	10	2	2	1	10	1970	44	2	3	1			3			2	1	2		5	11	2	50	11	6	50
3748969111	3748969	1	1	1	10	1	2	1	12	1959	55	1	3	1			3			2	1	2		3	5		50	5	6	50
3748969121	3748969	1	2	1	10	2	1	1	7	1957	57	2	3	1			3			2	1	2		3	1		50	1	6	50
3748969131	3748969	1	3	1	10	3	2	1	5	1989	26	3	6	1			1	1	25774	2	1	2		5	11	2	50	11	6	50
3748969141	3748969	1	4	1	10	4	1	1	4	1993	22	3	6	1			3			2	1	2		4	7		50	7	6	50
3748969151	3748969	1	5	1	10	5	1	1	5	1995	20	3	6	1			3			2	1	2		3	2		50	2	6	50
3748969161	3748969	1	6	1	10	6	2	1	7	1986	28	3	6	1			3			2	1	2		5	10	1	50	10	6	50
3748969171	3748969	1	7	1	10	6	2	1	6	2009	6	4		1			3			2	2	1	1	3	0		50	0	6	50
3748969181	3748969	1	8	1	10	1	1	1	3	2009	6	4		1			3			2	2	1	1	3	0		50	0	6	50
3748970111	3748970	1	1	1	10	1	2	1	3	1965	50	1	4	1			3			2	1	2		3	5		50	5	6	50
3748971111	3748971	1	1	1	10	1	1	1	3	1953	62	1	5	1			3			2	1	2		5	11	2	50	11	6	50
3748971121	3748971	1	2	1	10	1	2	1	10	2001	13	3	6	1			3			2	1	1	1	4	7		50	7	6	50
3748972111	3748972	1	1	1	10	1	2	1	8	1954	60	1	5	1			1	2	74000	2	1	2		3	5		50	5	6	50
3748972121	3748972	1	2	1	10	2	2	1	9	1992	22	3	6	1			3			2	1	2		5	11	2	50	11	6	50
3748973111	3748973	1	1	1	10	1	1	1	8	1956	58	1	2	1			3			2	1	2		4	7		50	7	6	50
3748973121	3748973	1	2	1	10	2	2	1	9	1962	52	2	2	1			3			2	1	2		3	5		50	5	6	50
3748973131	3748973	1	3	1	10	1	2	1	12	1965	49	5	6	1			3			2	1	2		5	11	2	50	11	6	50
3748974111	3748974	1	1	1	10	2	1	1	6	1927	88	1	2	1			1	2	98	2	1	2		4	8		50	8	6	50
3748974121	3748974	1	2	1	10	2	2	1	6	1942	72	2	2	1			1	5		2	1	2		4	8		50	8	6	50
3748974131	3748974	1	3	1	10	3	2	1	1	1978	37	3	6	1			3			2	1	2		5	11	2	50	11	6	50
3748974212	3748974	2	1	2	10	1	2	1	5	1974	41	1	2	1			3			2	1	2		5	11	2	50	11	6	50
3748974222	3748974	2	2	2	10	1	1	1	9	1966	48	2	2	1			3			2	1	2		5	11	2	50	11	6	50
3748974232	3748974	2	3	2	10	3	2	1	9	1996	18	3	6	1			3			2	1	2		5	11	2	50	11	6	50
3748974242	3748974	2	4	2	10	1	2	1	6	1999	16	3	6	1			3			2	1	1	1	4	9		50	9	6	50
3748974252	3748974	2	5	2	10	1	2	1	6	2000	15	3	6	1			3			2	1	1	1	4	7		50	7	6	50
3748974262	3748974	2	6	2	10	1	1	1	10	2002	12	3	6	1			3			2	1	1	1	4	6		50	6	6	50
3748974272	3748974	2	7	2	10	1	1	1	4	2009	6	3		1			3			2	2	1	1	3	0		50	0	6	50
3748974282	3748974	2	8	2	10	1	2	1	6	2011	3	3		1			3			2	2	2		1	0		50	0	6	50
3748974292	3748974	2	9	2	10	1	2	1	10	2013	1	3		1			3			2							50		6	50
3748975111	3748975	1	1	1	10	1	1	1	12	1985	29	1	2	1			3			2	1	2		3	3		50	3	6	50
3748975121	3748975	1	2	1	10	2	2	1	12	1985	29	2	2	1			3			2	1	2		3	5		50	5	6	50
3748975131	3748975	1	3	1	10	2	2	1	9	2004	10	3	6	1			3			2	1	1	1	4	0		50	5	6	50
3748975141	3748975	1	4	1	10	2	1	1	12	2010	4	3		1			3			2	2	2		1	0		50	0	6	50
3748975151	3748975	1	5	1	10	2	1	1	11	2012	2	3		1			3			2							50		6	50
3748975161	3748975	1	6	1	10	6	2	1	11	1943	71	5	4	1			3			2	2	2		1	0		50	0	6	50
3748975212	3748975	2	1	2	10	1	2	1	5	1951	64	1	4	1			3			2	1	2		3	5		50	5	6	50
3748976111	3748976	1	1	1	10	1	2	1	9	1983	31	1	4	1			3			2	1	2		5	11	2	50	11	6	50
3748976121	3748976	1	2	1	10	1	1	1	11	2000	14	3	6	1			3			2	1	1	1	4	7		50	7	6	50
3748976131	3748976	1	3	1	10	1	1	1	7	2004	10	3	6	1			3			2	1	1	1	3	3		50	3	6	50
3748976141	3748976	1	4	1	10	1	1	1	9	2008	6	3		1			3			2	2	1	2	3	0		50	0	6	50
3748976151	3748976	1	5	1	10	1	2	1	7	2013	1	3		1			3			2							50		6	50
3748977111	3748977	1	1	1	10	1	2	1	7	1964	50	1	4	1			3			2	1	2		3	2		50	2	6	50
3748977121	3748977	1	2	1	10	2	1	1	11	1986	28	3	4	1			3			1	1	2		3	5		50	5	6	50
3748977131	3748977	1	3	1	10	3	2	1	1	1988	27	3	2	1			3			2	1	2		3	5		50	5	6	50
3748977141	3748977	1	4	1	10	3	1	1	6	2004	10	4	6	1			3			2	1	1	1	3	1		50	1	6	50
3748977151	3748977	1	5	1	10	3	2	1	9	2006	8	4		1			3			2	2	1	1	3	0		50	0	6	50
3748977161	3748977	1	6	1	10	3	2	1	7	2009	5	4		1			3			2	2	1	1	2	0		50	0	6	50
3748977171	3748977	1	7	1	10	3	1	1	8	2012	2	4		1			3			2							50		6	50
3748978111	3748978	1	1	1	10	1	1	1	3	1991	24	1	3	1			3			2	2	2		1	0		50	0	6	50
3748978121	3748978	1	2	1	10	2	2	1	11	1985	29	2	3	1			3			2	1	2		4	9		50	9	6	50
3748978131	3748978	1	3	1	10	2	2	1	4	2001	14	3	6	1			3			1	1	1	1	4	0		50	5	6	50
3748978141	3748978	1	4	1	10	2	2	1	9	2010	4	3		1			3			2	2	1	1	2	0		50	0	6	50
3748979111	3748979	1	1	1	10	1	1	1	3	1987	28	1	2	1			3			2	1	2		5	11	2	50	11	6	50
3748979121	3748979	1	2	1	10	2	2	1	11	1987	27	2	2	1			1	1	25774	2	1	2		5	11	2	50	11	6	50
3748979131	3748979	1	3	1	10	2	2	1	3	2012	3	3		1			1	5		2	2	1	2	2	1		50	0	6	50
3748979141	3748979	1	4	1	10	4	2	1	4	1953	62	5	4	1			1	2	74000	2	1	2		3	5		50	5	6	50
3748980111	3748980	1	1	1	10	1	1	1	1	1983	32	1	2	1			1	1	25774	2	1	2		6	3	3	50	14	6	50
3748980121	3748980	1	2	1	10	2	2	1	5	1985	30	2	2	1			1	1	25774	2	1	1	2	6	0	2	50	11	6	50
3748980131	3748980	1	3	1	10	3	1	1	7	1938	76	5	4	1			1	5		2	1	2		3	5		50	5	6	50
3748981111	3748981	1	1	1	10	1	2	1	12	1952	62	1	5	1			3			2	1	2		4	7		50	7	6	50
3748981121	3748981	1	2	1	10	2	2	1	10	1992	22	3	6	1			1	1	25774	2	1	2		6	3	2	50	14	6	50
3748981131	3748981	1	3	1	10	1	1	1	4	1999	16	4	6	1			3			2	1	1	2	4	9		50	9	6	50
3748982111	3748982	1	1	1	10	1	2	1	4	1978	37	1	4	1			1	1	25774	2	1	2		5	11	2	50	11	6	50
3748982121	3748982	1	2	1	10	1	1	1	3	1999	16	3	6	1			1	5		2	1	1	1	5	10	1	50	10	6	50
3748983111	3748983	1	1	1	10	1	1	1	4	1967	48	1	3	1			3			2	1	2		3	5		50	5	6	50
3748983121	3748983	1	2	1	10	2	2	1	7	1967	47	2	3	1			3			2	1	2		4	9		50	9	6	50
3748984111	3748984	1	1	1	10	1	2	1	1	1995	20	1	6	1			1	5		2	1	1	1	6	1	2	50	12	6	50
3748984121	3748984	1	2	1	10	2	1	1	10	2000	14	5	6	1			1	5		2	1	2		4	6		50	6	6	50
3748985111	3748985	1	1	1	10	1	1	1	1	1966	49	1	2	2	1	3				2	1	2		4	6		50	6	6	50
3748985121	3748985	1	2	1	10	2	2	1	5	1967	48	2	2	2	1	3				2	1	2		5	11	2	50	11	6	50
3748985131	3748985	1	3	1	10	2	2	1	7	1991	23	3	4	1			1	5		2	1	2		5	11	2	50	11	6	50
3748985141	3748985	1	4	1	10	2	1	1	7	2010	4	4		2	1	3				2	2	2		1	0		50	0	6	50
3748985151	3748985	1	5	1	10	2	2	1	1	2013	2	4		2	1	3				2							50		6	50
3748986111	3748986	1	1	1	10	1	1	1	7	1984	30	1	2	1			1	1	25000	2	1	2		5	11	2	50	11	6	50
3748986121	3748986	1	2	1	10	2	2	1	11	1980	34	2	2	2	1	36				2	1	1	1	6	3	2	50	14	6	50
3748987111	3748987	1	1	1	10	1	2	1	7	1956	58	1	6	1			1	3	72000	2	1	2		6	6	5	50	17	6	50
3748987121	3748987	1	2	1	10	2	2	1	10	1990	24	3	3	1			1	1	100000	2	1	2		6	5	4	50	16	6	50
3748988111	3748988	1	1	1	10	1	2	1	4	1995	20	1	6	1			1	1	36000	2	1	2		5	11	2	50	11	6	50
3748988121	3748988	1	2	1	10	2	1	1	10	1982	32	5	4	1			1	1	40000	2	1	2		5	11	2	50	11	6	50
3748989111	3748989	1	1	1	10	1	2	1	8	1961	53	1	4	1			1	3	70000	2	1	2		5	11	2	50	11	6	50
3748989121	3748989	1	2	1	10	2	1	1	10	1990	24	3	6	1			3			2	1	2		5	11	2	50	11	6	50
3748989131	3748989	1	3	1	10	1	2	1	7	2004	10	3	6	1			1	5		2	1	1	1	3	4		50	4	6	50
3748989141	3748989	1	4	1	10	1	1	1	6	1927	87	5	3	1			1	2	98	2	2	2		1	0		50	0	6	50
3748989151	3748989	1	5	1	10	1	2	1	7	1937	77	5	3	1			1	5		2	1	2		3	1		50	1	6	50
3748989212	3748989	2	1	2	10	1	1	1	10	1984	30	1	2	1			2	1	70000	2	1	2		6	2	3	50	13	6	50
3748989222	3748989	2	2	2	10	2	2	1	5	1990	25	2	2	1			2	5		2	1	2		5	11	2	50	11	6	50
3748989232	3748989	2	3	2	10	2	1	1	6	2010	5	3		1			2	5		2	2	1	2	2	0		50	0	6	50
3748990111	3748990	1	1	1	10	1	1	1	7	1950	64	1	4	1			3			2	1	2		3	5		66	5	6	66
3748991111	3748991	1	1	1	10	1	2	1	1	1950	65	1	5	1			1	2	77500	2	1	2		3	5		66	5	6	66
3748991121	3748991	1	2	1	10	1	1	1	3	2003	12	4	6	2	1	24				2	1	1	1	3	3		66	3	6	66
3748992111	3748992	1	1	1	10	2	1	1	9	1968	46	1	2	1			1	1	32500	2	1	2		4	7		66	7	6	66
3748992121	3748992	1	2	1	10	2	2	1	12	1971	43	2	2	1			1	5		2	1	2		4	7		66	7	6	66
3748992131	3748992	1	3	1	10	3	1	1	5	1990	25	3	6	1			1	3	80500	2	1	1	2	6	0	2	66	11	6	66
3748993111	3748993	1	1	1	10	1	2	1	12	1954	60	1	4	1			1	5		2	1	2		5	11	2	66	11	6	66
3748993121	3748993	1	2	1	10	2	2	1	12	1986	28	3	6	1			1	1	26000	2	1	2		6	2	3	66	13	6	66
3748993131	3748993	1	3	1	10	2	2	1	11	2008	6	4		1			1	5		2	1	1	2	3	0		66	0	6	66
3748993141	3748993	1	4	1	10	4	2	1	2	1989	26	3	6	1			1	1	26000	2	1	2		6	2	3	66	13	6	66
3748994111	3748994	1	1	1	10	1	1	1	10	1954	60	1	3	1			1	1	26000	2	2	2		1	0		66	0	6	66
3748994121	3748994	1	2	1	10	2	2	1	2	1941	74	2	3	1			1	5		2	1	2		4	6		66	6	6	66
3748994131	3748994	1	3	1	10	3	1	1	4	1992	23	4	6	1			3			2	1	2		5	10	1	66	10	6	66
3748994141	3748994	1	4	1	10	3	1	1	10	2013	1	5		1			3			2							66		6	66
3748994151	3748994	1	5	1	10	5	1	1	5	2003	12	4	6	1			1	5		2	1	1	1	3	3		66	3	6	66
3748995111	3748995	1	1	1	10	1	1	1	11	1987	27	1	2	1			1	1	26000	2	1	2		5	11	2	66	11	6	66
3748995121	3748995	1	2	1	10	2	2	1	3	1990	25	2	2	1			1	1	25774	2	1	2		6	1	3	66	12	6	66
3748995131	3748995	1	3	1	10	2	1	1	11	2010	4	3		1			1	5		2	2	2		1	0		66	0	6	66
3748999111	3748999	1	1	1	10	1	2	1	5	1969	46	1	4	1			3			2	1	2		5	10	1	66	10	6	66
3748999121	3748999	1	2	1	10	2	1	1	6	1994	21	3	6	1			1	4		2	1	1	1	6	1	2	66	12	6	66
3748999131	3748999	1	3	1	10	1	2	1	1	2008	7	3		1			3			2	1	1	1	3	1		66	1	6	66
3749000111	3749000	1	1	1	10	1	2	1	5	1975	40	1	2	1			1	1	26000	2	1	2		6	3	3	66	14	6	66
3749000121	3749000	1	2	1	10	2	1	1	10	1980	34	2	2	1			1	1	32000	2	1	2		5	11	2	66	11	6	66
3749000131	3749000	1	3	1	10	1	1	1	6	1999	15	3	6	1			1	5		2	1	1	1	4	8		66	8	6	66
3749000141	3749000	1	4	1	10	1	1	1	6	2005	9	3		1			1	5		2	1	1	1	3	2		66	2	6	66
3749001111	3749001	1	1	1	10	1	1	1	10	1977	37	1	2	1			1	4		2	1	2		3	5		66	5	6	66
3749001121	3749001	1	2	1	10	2	2	1	7	1972	42	2	2	1			3			2	1	2		5	11	2	66	11	6	66
3749001131	3749001	1	3	1	10	2	1	1	1	1998	17	3	6	1			3			2	1	1	1	6	0	2	66	11	6	66
3749002111	3749002	1	1	1	10	1	1	1	8	1973	41	1	3	1			1	3	80500	2	1	2		5	10	1	66	10	6	66
3749002121	3749002	1	2	1	10	2	2	1	10	1973	41	2	3	1			1	4		2	1	2		4	7		66	7	6	66
3749002131	3749002	1	3	1	10	3	2	1	9	1996	18	3	6	1			1	5		2	1	1	1	6	2	2	66	13	6	66
3749002141	3749002	1	4	1	10	4	2	1	9	2000	14	3	6	1			1	5		2	1	1	1	4	7		66	7	6	66
3749003111	3749003	1	1	1	10	1	2	1	10	1986	28	1	4	1			3			1	1	2		5	11	2	66	11	6	66
3749003121	3749003	1	2	1	10	2	1	1	1	1983	32	5	2	2	1	24				1	1	2		5	11	2	66	11	6	66
3749003131	3749003	1	3	1	10	3	2	1	3	1987	28	5	2	2	1	36				1	1	2		4	7		66	7	6	66
3749004111	3749004	1	1	1	10	1	2	1	5	1971	44	1	4	1			3			2	1	2		3	5		66	5	6	66
3749004121	3749004	1	2	1	10	2	2	1	10	1991	23	3	4	1			3			2	1	1	2	4	9		66	9	6	66
3749004131	3749004	1	3	1	10	2	2	1	8	2011	3	4		1			3			2	2	2		1	0		66	0	6	66
3749004141	3749004	1	4	1	10	2	2	1	2	2013	2	4		2	1	6				1							66		6	66
3749004151	3749004	1	5	1	10	5	2	1	8	1993	21	3	4	2	1	24				1	1	2		4	8		66	8	6	66
3749005111	3749005	1	1	1	10	1	1	1	5	1965	50	1	1	1			1	1	26000	2	1	2		4	7		66	7	6	66
3749005121	3749005	1	2	1	10	2	2	1	11	1956	58	2	1	1			1	5		2	1	2		3	5		66	5	6	66
3749006111	3749006	1	1	1	10	1	2	1	5	1943	72	1	3	1			3			2	1	2		3	5		66	5	6	66
3749006121	3749006	1	2	1	10	2	1	1	9	1939	75	2	3	1			3			2	1	2		3	3		66	3	6	66
3749006131	3749006	1	3	1	10	1	1	1	9	1949	65	5	6	1			3			2	2	2		1	0		66	0	6	66
3749007111	3749007	1	1	1	10	1	2	1	10	1958	56	1	4	1			1	2	77500	2	1	2		5	11	2	66	11	6	66
3749007121	3749007	1	2	1	10	2	2	1	6	1990	25	3	6	1			1	5		2	1	2		6	5	3	66	16	6	66
3749007131	3749007	1	3	1	10	3	2	1	12	1932	82	5	5	1			1	2	90200	2	1	2		3	5		66	5	6	66
3749007141	3749007	1	4	1	10	4	1	1	2	1956	59	5	4	1			3			2	1	2		5	11	2	66	11	6	66
3749008111	3749008	1	1	1	10	1	2	1	5	1953	62	1	4	1			1	2	77500	2	1	2		3	5		66	5	6	66
3749008121	3749008	1	2	1	10	2	2	1	2	1992	23	5	4	1			3			2	1	2		6	1	3	66	12	6	66
3749011111	3749011	1	1	1	10	1	1	1	9	1966	48	1	2	1			1	1	26000	2	1	2		3	3		66	3	6	66
3749011121	3749011	1	2	1	10	2	2	1	10	1977	37	2	2	1			1	5		2	1	2		4	6		66	6	6	66
3749011131	3749011	1	3	1	10	3	2	1	2	1998	17	3	6	1			1	5		2	1	2		5	11	2	66	11	6	66
3749011141	3749011	1	4	1	10	2	2	1	11	2000	14	3	6	1			1	5		2	1	1	1	4	8		66	8	6	66
3749012111	3749012	1	1	1	10	1	1	1	2	1953	62	1	6	1			3			2	1	2		6	2	3	66	13	6	66
3749012121	3749012	1	2	1	10	1	1	1	10	2005	9	3		1			3			2	1	1	1	3	3		66	3	6	66
3749013111	3749013	1	1	1	10	1	2	1	6	1951	63	1	4	1			3			2	1	2		3	3		66	3	6	66
3749013121	3749013	1	2	1	10	2	1	1	5	1985	30	3	6	1			1	1	25774	2	1	2		5	10	1	66	10	6	66
3749013131	3749013	1	3	1	10	3	1	1	11	1989	25	3	6	1			1	1	25774	2	1	1	1	6	2	2	66	13	6	66
3749014111	3749014	1	1	1	10	1	1	1	9	1941	73	1	3	1			1	2	77322	2	1	2		3	2		66	2	6	66
3749014121	3749014	1	2	1	10	2	2	1	8	1943	71	2	3	1			1	5		2	1	2		3	3		66	3	6	66
3749015111	3749015	1	1	1	10	1	2	1	11	1976	38	1	4	2	1	6				1	1	2		5	11	2	66	11	6	66
3749015121	3749015	1	2	1	10	2	1	1	3	2000	15	3	6	2	1	6				2	1	1	1	4	6		66	6	6	66
3749015131	3749015	1	3	1	10	3	1	1	5	2004	11	3	6	2	1	4				2	1	1	1	3	4		66	4	6	66
3749016111	3749016	1	1	1	10	1	2	1	1	1966	49	1	4	1			3			2	1	2		5	11	2	66	11	6	66
3749016121	3749016	1	2	1	10	2	2	1	12	1994	20	3	6	1			3			2	1	2		5	11	2	66	11	6	66
3749016131	3749016	1	3	1	10	2	1	1	2	2012	3	4		1			1	5		2	2	2		1	0		66	0	6	66
3749017111	3749017	1	1	1	10	1	2	1	3	1961	54	1	4	1			1	1	40000	2	1	2		5	11	2	66	11	6	66
3749017121	3749017	1	2	1	10	2	1	1	9	1982	32	3	6	1			3			2	1	2		6	1	2	66	12	6	66
3749017131	3749017	1	3	1	10	3	1	1	7	1988	26	3	6	1			1	1	100000	2	1	2		6	5	4	66	16	6	66
3749019111	3749019	1	1	1	10	1	1	1	3	1963	52	1	3	1			1	1	25774	2	1	2		3	5		66	5	6	66
3749019121	3749019	1	2	1	10	2	2	1	2	1970	45	2	3	1			1	5		2	1	2		3	5		66	5	6	66
3749020111	3749020	1	1	1	10	1	1	1	1	1979	36	1	3	1			1	5		2	1	2		4	6		66	6	6	66
3749020121	3749020	1	2	1	10	2	2	1	10	1973	41	2	3	1			1	1	25774	2	1	2		6	2	3	66	13	6	66
3749020131	3749020	1	3	1	10	3	1	1	11	2000	14	3	6	1			1	5		2	1	1	1	4	8		66	8	6	66
3749020141	3749020	1	4	1	10	4	1	1	2	2004	11	3	6	1			1	5		2	1	1	1	4	0		66	5	6	66
3749021111	3749021	1	1	1	10	1	1	1	4	1974	41	1	3	1			1	1	45000	2	1	2		4	7		66	7	6	66
3749021121	3749021	1	2	1	10	2	2	1	3	1979	36	2	3	1			1	5		2	1	2		5	10	1	66	10	6	66
3749021131	3749021	1	3	1	10	3	1	1	10	2000	14	3	6	1			1	5		2	1	1	1	4	8		66	8	6	66
3749022111	3749022	1	1	1	10	1	1	1	2	1959	56	1	2	2	1	6				1	1	2		4	7		66	7	6	66
3749022121	3749022	1	2	1	10	2	2	1	7	1993	21	2	2	1			3			2	1	2		4	8		66	8	6	66
3749022131	3749022	1	3	1	10	1	1	1	6	2010	5	3		1			3			2	2	1	1	2	0		66	0	6	66
3749022141	3749022	1	4	1	10	2	1	1	11	2011	3	3		1			3			2	2	1	1	2	0		66	0	6	66
3749022151	3749022	1	5	1	10	2	2	1	3	2013	2	3		1			3			2							66		6	66
3749023111	3749023	1	1	1	10	1	2	1	3	1973	42	1	4	1			3			2	1	2		6	2	3	66	13	6	66
3749023121	3749023	1	2	1	10	2	1	1	11	1991	23	3	6	1			3			2	1	2		4	8		66	8	6	66
3749023131	3749023	1	3	1	10	3	1	1	5	2002	13	3	6	1			3			2	1	1	1	4	6		66	6	6	66
3749023141	3749023	1	4	1	10	4	1	1	10	2003	11	3	6	1			3			2	1	1	1	3	4		66	4	6	66
3749024111	3749024	1	1	1	10	1	1	1	9	1957	57	1	3	1			1	3	80544	2	1	2		3	5		66	5	6	66
3749024121	3749024	1	2	1	10	2	2	1	9	1960	54	2	3	1			1	5		2	1	2		1	0		66	0	6	66
3749024131	3749024	1	3	1	10	3	2	1	7	2003	11	3	6	1			1	5		2	1	1	1	4	0		66	5	6	66
3749025111	3749025	1	1	1	10	1	2	1	9	1947	67	1	5	1			3			2	1	2		3	4		66	4	6	66
3749025121	3749025	1	2	1	10	2	1	1	9	1975	39	3	6	1			3			2	1	2		3	4		66	4	6	66
3749025131	3749025	1	3	1	10	3	1	1	1	1983	32	3	4	1			1	1	25774	2	1	2		4	6		66	6	6	66
3749025141	3749025	1	4	1	10	4	2	1	4	1999	16	4	6	1			3			2	1	1	1	4	8		66	8	6	66
3749025151	3749025	1	5	1	10	5	1	1	1	2004	11	4	6	1			3			2	1	1	1	3	3		66	3	6	66
3749026111	3749026	1	1	1	10	1	1	1	3	1957	58	1	3	1			1	5		2	1	2		3	5		66	5	6	66
3749026121	3749026	1	2	1	10	2	2	1	3	1953	62	2	3	1			1	2	77322	2	1	2		3	5		66	5	6	66
3749026131	3749026	1	3	1	10	3	2	1	6	1982	32	3	4	1			1	1	47000	2	1	2		5	11	2	66	11	6	66
3749026141	3749026	1	4	1	10	4	1	1	6	1999	16	4	6	1			3			2	1	1	1	4	6		66	6	6	66
3749027111	3749027	1	1	1	10	1	1	1	9	1952	62	1	3	1			1	2	244000	2	1	2		6	5	4	66	16	6	66
3749027121	3749027	1	2	1	10	2	2	1	12	1969	45	2	3	1			1	1	68000	2	1	2		6	5	4	66	16	6	66
3749027131	3749027	1	3	1	10	3	2	1	5	1999	16	3	6	1			1	5		2	1	1	1	5	10	1	66	10	6	66
3749028111	3749028	1	1	1	10	1	1	1	5	1965	50	1	3	1			1	1	88000	2	1	2		6	5	4	66	16	6	66
3749028121	3749028	1	2	1	10	2	2	1	12	1967	47	2	3	1			1	3	216000	2	1	2		6	5	4	66	16	6	66
3749028131	3749028	1	3	1	10	3	2	1	9	1992	22	5	6	1			1	1	92000	2	1	2		6	5	4	66	16	6	66
3749028141	3749028	1	4	1	10	4	2	1	10	1934	80	5	5	1			1	5		2	1	2		3	4		66	4	6	66
3749029111	3749029	1	1	1	10	1	1	1	2	1983	32	1	2	1			1	1	33200	2	1	2		6	5	4	66	16	6	66
3749029121	3749029	1	2	1	10	2	2	1	6	1988	27	2	2	1			1	5		2	1	1	2	6	3	2	66	14	6	66
3749029131	3749029	1	3	1	10	2	2	1	2	2011	4	3		1			1	5		2	2	1	2	2	0		66	0	6	66
3749030111	3749030	1	1	1	10	1	1	1	6	1950	65	1	2	1			1	2	300000	2	1	2		5	11	2	66	11	6	66
3749030121	3749030	1	2	1	10	2	2	1	3	1951	64	2	2	1			1	2	144000	2	1	2		5	11	2	66	11	6	66
3749031111	3749031	1	1	1	10	1	1	1	4	1957	58	1	2	1			1	3	130000	2	1	2		6	2	3	66	13	6	66
3749031121	3749031	1	2	1	10	2	2	1	1	1963	52	2	2	1			1	5		2	1	2		3	3		66	3	6	66
3749031131	3749031	1	3	1	10	3	1	1	3	1998	17	3	6	1			1	5		2	1	1	1	5	10	1	66	10	6	66
3749032111	3749032	1	1	1	10	1	1	1	3	1975	40	1	2	1			1	1	44000	2	1	2		6	5	4	66	16	6	66
3749032121	3749032	1	2	1	10	2	2	1	3	1986	29	2	2	1			1	1	25774	2	1	2		5	11	2	66	11	6	66
3749033111	3749033	1	1	1	10	1	1	1	10	1964	50	1	4	1			1	2	370000	2	1	2		6	5	4	66	16	6	66
3749034111	3749034	1	1	1	10	1	2	1	3	1967	48	1	1	1			3			2	1	2		3	4		66	4	6	66
3749034121	3749034	1	2	1	10	2	1	1	10	1977	37	2	1	1			3			2	1	2		4	8		66	8	6	66
3749034131	3749034	1	3	1	10	3	1	1	1	1995	20	3	6	1			3			2	1	2		3	5		66	5	6	66
3749034141	3749034	1	4	1	10	1	2	1	8	1998	16	3	6	1			3			2	2	2		1	0		66	0	6	66
