idcomp	Directorio	Secuencia_p	Orden	Hogar	Regis	P6016	P6020	P6030	P6030s1	P6030s3	P6040	P6050	P6070	P6090	P6140	P6150	P6100	P6110	P6120	P6125	P6160	P6170	P6175	P6210	P6210s1	P6220	Area	Esc	Mes	Dpto
3760147111	3760147	1	1	1	10	1	1	1	9	1964	50	1	3	2	2					2	1	2		4	7		54	7	6	54
3760147121	3760147	1	2	1	10	2	2	1	6	1976	39	2	3	1			3			2	1	2		3	2		54	2	6	54
3760147131	3760147	1	3	1	10	2	1	1	4	2004	11	3	6	1			3			2	1	1	1	3	4		54	4	6	54
3760147141	3760147	1	4	1	10	2	2	1	5	2008	7	3		1			3			2	1	1	1	3	1		54	1	6	54
3760147151	3760147	1	5	1	10	2	2	1	5	1931	84	5	5	1			3			2	1	2		3	1		54	1	6	54
3760147161	3760147	1	6	1	10	6	1	1	4	1982	33	5	4	1			3			2	1	2		4	6		54	6	6	54
3760148111	3760148	1	1	1	10	1	1	1	9	1993	21	1	3	1			1	5		2	1	2		5	11	2	54	11	6	54
3760148121	3760148	1	2	1	10	2	2	1	4	1994	21	2	3	1			1	3	82000	2	1	1	1	6	1	2	54	12	6	54
3760149111	3760149	1	1	1	10	1	1	1	3	1960	55	1	2	1			3			2	1	2		3	5		54	5	6	54
3760149121	3760149	1	2	1	10	2	2	1	2	1961	54	2	2	1			3			2	1	2		4	6		54	6	6	54
3760149131	3760149	1	3	1	10	3	2	1	4	1982	33	3	4	1			3			2	1	2		5	11	2	54	11	6	54
3760149141	3760149	1	4	1	10	3	2	1	1	2008	7	4		1			3			2	1	1	1	3	1		54	1	6	54
3760149151	3760149	1	5	1	10	3	2	1	7	2012	2	4		1			3			2							54		6	54
3760150111	3760150	1	1	1	10	1	2	1	12	1952	62	1	5	1			2	5		2	2	1	1	3	0		54	0	6	54
3760150121	3760150	1	2	1	10	3	1	1	1	1982	33	3	6	1			3			2	1	2		3	4		54	4	6	54
3760150131	3760150	1	3	1	10	3	2	1	8	1983	31	3	6	1			3			2	1	2		3	5		54	5	6	54
3760150141	3760150	1	4	1	10	3	1	1	9	2005	9	4		1			3			2	1	1	1	3	1		54	1	6	54
3760150151	3760150	1	5	1	10	5	2	1	5	1996	19	3	4	2	1	48				1	1	2		3	4		54	4	6	54
3760150161	3760150	1	6	1	10	5	1	1	12	2013	1	4		2	2					1							54		6	54
3760150171	3760150	1	7	1	10	5	1	1	7	2007	7	4		1			3			2	2	1	1	3	0		54	0	6	54
3760150181	3760150	1	8	1	10	1	2	1	6	2009	6	4		1			3			2	2	1	1	2	0		54	0	6	54
3760151111	3760151	1	1	1	10	1	2	1	5	1977	38	1	4	1			1	3	80500	2	1	2		6	5	4	54	16	6	54
3760151121	3760151	1	2	1	10	1	1	1	9	2005	9	3		1			1	5		2	1	1	1	3	3		54	3	6	54
3760152111	3760152	1	1	1	10	1	2	1	12	1986	28	1	6	1			1	3	80500	2	1	2		6	6	4	54	17	6	54
3760153111	3760153	1	1	1	10	3	1	1	1	1960	55	1	3	2	1	12				2	1	2		3	5		54	5	6	54
3760153121	3760153	1	2	1	10	3	2	1	11	1961	53	2	3	2	1	12				2	1	2		3	5		54	5	6	54
3760153131	3760153	1	3	1	10	3	1	1	9	1982	32	3	3	1			3			2	1	2		5	11	2	54	11	6	54
3760153141	3760153	1	4	1	10	4	2	1	8	1985	29	5	3	1			3			2	1	2		5	11	2	54	11	6	54
3760153151	3760153	1	5	1	10	4	2	1	8	2003	11	4	6	1			3			2	1	1	1	4	0		54	5	6	54
3760153161	3760153	1	6	1	10	4	2	1	8	2005	9	4		1			3			2	1	1	1	3	3		54	3	6	54
3760154111	3760154	1	1	1	10	1	2	1	9	1966	48	1	4	1			3			2	1	2		4	8		54	8	6	54
3760154121	3760154	1	2	1	10	2	2	1	7	1997	17	3	6	1			1	5		2	1	2		5	11	2	54	11	6	54
3760154131	3760154	1	3	1	10	3	2	1	5	1991	24	3	4	1			1	1	98	2	1	2		5	11	2	54	11	6	54
3760154141	3760154	1	4	1	10	3	1	1	8	2011	3	4		1			1	5		2	2	1	1	2	0		54	0	6	54
3760154151	3760154	1	5	1	10	3	2	1	9	2012	2	4		1			1	5		2							54		6	54
3760154161	3760154	1	6	1	10	3	2	1	5	2014	1	4		1			1	5		2							54		6	54
3760155111	3760155	1	1	1	10	1	1	1	12	1943	71	1	3	1			1	2	77332	2	1	2		4	7		54	7	6	54
3760155121	3760155	1	2	1	10	2	2	1	9	1952	62	2	3	1			1	5		2	1	2		4	6		54	6	6	54
3760161111	3760161	1	1	1	10	1	1	1	4	1943	72	1	3	1			3			2	2	2		1	0		54	0	6	54
3760161121	3760161	1	2	1	10	2	2	1	5	1943	72	2	3	1			3			2	1	2		3	3		54	3	6	54
3760161131	3760161	1	3	1	10	3	2	1	11	1995	19	4	6	1			3			2	1	2		4	8		54	8	6	54
3760161141	3760161	1	4	1	10	4	2	1	2	1998	17	4	6	1			3			2	1	1	1	4	8		54	8	6	54
3760161151	3760161	1	5	1	10	2	1	1	1	2002	13	4	6	1			3			2	1	1	1	3	3		54	3	6	54
3760162111	3760162	1	1	1	10	1	1	1	10	1971	43	1	4	2	1	99				2	1	2		5	11	2	54	11	6	54
3760163111	3760163	1	1	1	10	1	1	1	3	1973	42	1	6	1			3			2	1	2		4	8		54	8	6	54
3760163212	3760163	2	1	2	10	1	2	1	7	1942	72	1	4	1			3			2	1	2		3	2		54	2	6	54
3760164111	3760164	1	1	1	10	1	1	1	7	1969	45	1	2	1			1	1	26000	2	1	2		3	5		54	5	6	54
3760164121	3760164	1	2	1	10	2	2	1	12	1968	46	2	2	1			1	5		2	1	2		3	5		54	5	6	54
3760164131	3760164	1	3	1	10	3	1	1	1	1994	21	3	6	1			1	1	30000	2	1	2		5	11	2	54	11	6	54
3760165111	3760165	1	1	1	10	1	1	2			80	1	5	1			3			2	1	2		1	0		54	0	6	54
3760166111	3760166	1	1	1	10	1	1	1	6	1930	85	1	3	1			3			2	1	2		3	1		54	1	6	54
3760166121	3760166	1	2	1	10	2	2	1	4	1935	80	2	3	1			3			2	1	2		3	5		54	5	6	54
3760167111	3760167	1	1	1	10	1	2	1	7	1983	31	1	4	1			3			2	1	2		1	0		54	0	6	54
3760168111	3760168	1	1	1	10	1	1	1	12	1970	44	1	2	1			3			2	1	2		5	10	1	54	10	6	54
3760168121	3760168	1	2	1	10	2	2	1	10	1986	28	2	2	1			3			2	1	2		3	5		54	5	6	54
3760168131	3760168	1	3	1	10	2	2	1	11	2007	7	3		1			3			2	1	1	1	3	1		54	1	6	54
3760169111	3760169	1	1	1	10	1	2	1	8	1957	57	1	2	1			1	2	98	2	1	2		3	3		52	3	6	52
3760169121	3760169	1	2	1	10	2	1	1	4	1947	68	2	2	1			1	5		2	1	2		3	3		52	3	6	52
3760169131	3760169	1	3	1	10	3	1	1	10	1985	29	3	6	1			1	1	98	2	1	2		6	5	3	52	16	6	52
3760169141	3760169	1	4	1	10	4	2	1	9	1984	30	3	6	1			1	1	98	2	1	2		6	6	4	52	17	6	52
3760169151	3760169	1	5	1	10	5	1	1	2	1998	17	4	6	1			3			2	1	2		5	11	2	52	11	6	52
3760170111	3760170	1	1	1	10	1	2	1	5	1965	50	1	4	1			2	5		2	1	2		3	2		52	2	6	52
3760170121	3760170	1	2	1	10	2	1	1	12	1985	29	3	6	1			2	1	43000	2	1	2		6	3	3	52	14	6	52
3760170131	3760170	1	3	1	10	3	2	1	5	1993	22	3	2	1			3			2	1	1	2	6	4	3	52	15	6	52
3760170141	3760170	1	4	1	10	4	1	1	8	1981	33	5	2	2	1	24				2	1	2		5	11	2	52	11	6	52
3760170151	3760170	1	5	1	10	5	1	1	12	1973	41	5	4	1			3			2	1	2		3	4		52	4	6	52
3760171111	3760171	1	1	1	10	2	1	1	11	1977	37	1	6	1			3			2	1	2		3	4		52	4	6	52
3760171121	3760171	1	2	1	10	2	2	1	4	1981	34	2	3	1			3			2	1	2		3	2		52	2	6	52
3760171131	3760171	1	3	1	10	3	2	1	6	1998	17	3	6	1			3			2	1	1	1	5	10	1	52	10	6	52
3760171141	3760171	1	4	1	10	2	2	1	6	2010	5	3		1			3			2	1	1	1	2	0		52	0	6	52
3760171151	3760171	1	5	1	10	2	1	1	1	2012	3	3		1			3			2	2	2		1	0		52	0	6	52
3760172111	3760172	1	1	1	10	1	1	1	5	1991	24	1	2	2	1	2				2	1	2		4	6		52	6	6	52
3760172121	3760172	1	2	1	10	2	2	1	6	1991	24	2	2	1			3			2	1	2		3	5		52	5	6	52
3760172131	3760172	1	3	1	10	2	2	1	7	2013	1	3		1			3			2							52		6	52
3760173111	3760173	1	1	1	10	1	1	1	3	1966	49	1	3	1			1	1	98	2	1	2		6	5	4	52	16	6	52
3760173121	3760173	1	2	1	10	2	2	1	12	1965	49	2	3	1			1	5		1	1	2		6	8	5	52	19	6	52
3760173131	3760173	1	3	1	10	3	2	1	1	1999	16	3	6	1			1	5		2	1	1	1	5	10	1	52	10	6	52
3760174111	3760174	1	1	1	10	2	2	1	10	1935	79	1	5	1			1	5		2	1	2		3	4		52	4	6	52
3760174121	3760174	1	2	1	10	2	2	1	8	1958	56	3	6	1			2	1	98	2	1	2		6	8	5	52	19	6	52
3760174131	3760174	1	3	1	10	3	2	1	4	1996	19	6	6	2	1	12				2	1	2		3	5		52	5	6	52
3760175111	3760175	1	1	1	10	1	1	1	1	1947	68	1	3	1			1	2	400000	2	1	2		6	15	5	52	26	6	52
3760175121	3760175	1	2	1	10	2	2	1	2	1959	56	2	3	1			2	5		2	1	2		5	11	2	52	11	6	52
3760176111	3760176	1	1	1	10	3	1	1	8	1938	76	1	3	1			1	5		2	1	2		3	5		52	5	6	52
3760176121	3760176	1	2	1	10	3	2	1	12	1942	72	2	3	1			1	5		2	1	2		5	11	2	52	11	6	52
3760176131	3760176	1	3	1	10	3	1	1	7	1971	43	3	4	1			1	1	90000	2	1	2		6	11	5	52	22	6	52
3760176141	3760176	1	4	1	10	4	2	1	6	1967	48	3	4	1			1	1	98	2	1	2		6	6	4	52	17	6	52
3760177111	3760177	1	1	1	10	2	2	1	5	1959	56	1	6	1			3			2	1	2		3	5		52	5	6	52
3760177121	3760177	1	2	1	10	2	2	1	12	1948	66	5	6	1			3			2	1	2		3	3		52	3	6	52
3760177131	3760177	1	3	1	10	3	2	1	11	1985	29	5	6	1			3			2	1	2		5	11	2	52	11	6	52
3760177141	3760177	1	4	1	10	3	2	1	5	2012	3	5		1			3			2	2	2		1	0		52	0	6	52
3760178111	3760178	1	1	1	10	1	2	1	8	1934	80	1	4	1			1	3	98	2	1	2		4	6		52	6	6	52
3760179111	3760179	1	1	1	10	1	2	1	7	1962	52	1	4	1			3			2	1	2		3	3		52	3	6	52
3760179121	3760179	1	2	1	10	2	2	1	11	1992	22	3	6	1			3			2	1	1	1	6	6	3	52	17	6	52
3760179131	3760179	1	3	1	10	3	2	1	3	1994	21	3	6	1			3			2	1	2		5	11	2	52	11	6	52
3760180111	3760180	1	1	1	10	1	1	1	11	1963	51	1	3	1			2	2	67000	2	1	2		5	11	2	52	11	6	52
3760180121	3760180	1	2	1	10	2	2	1	8	1965	49	2	3	1			2	5		2	1	2		5	11	2	52	11	6	52
3760180131	3760180	1	3	1	10	1	1	1	4	1990	25	3	6	1			1	1	98	2	1	2		6	5	4	52	16	6	52
3760181111	3760181	1	1	1	10	2	1	1	1	1967	48	1	3	1			1	3	98	2	1	2		6	5	4	52	16	6	52
3760181121	3760181	1	2	1	10	2	2	1	10	1968	46	2	3	2	1	12				1	1	2		6	8	5	52	19	6	52
3760181131	3760181	1	3	1	10	2	1	1	7	1999	15	3	6	1			1	5		2	1	1	2	5	10	1	52	10	6	52
3760183111	3760183	1	1	1	10	1	1	1	2	1984	31	1	3	1			1	1	98	2	1	2		5	11	2	52	11	6	52
3760183121	3760183	1	2	1	10	2	2	1	8	1986	28	2	3	1			1	5		2	1	2		5	11	2	52	11	6	52
3760183131	3760183	1	3	1	10	2	2	1	8	2004	10	3	6	1			1	5		2	1	1	1	3	4		52	4	6	52
3760183141	3760183	1	4	1	10	2	1	1	3	2015	0	3		1			1	5		2							52		6	52
3760184111	3760184	1	1	1	10	1	1	1	5	1961	54	1	3	1			1	1	98	2	1	2		5	11	2	52	11	6	52
3760184121	3760184	1	2	1	10	2	2	1	5	1977	38	2	3	1			3			2	1	2		6	3	3	52	14	6	52
3760184131	3760184	1	3	1	10	3	1	1	10	1995	19	3	6	1			3			2	1	1	1	6	0	2	52	11	6	52
3760185111	3760185	1	1	1	10	1	2	1	8	1987	27	1	6	2	1	2				2	1	2		6	5	4	52	16	6	52
3760185121	3760185	1	2	1	10	1	2	1	12	1992	22	5	6	1			2	5		2	1	1	2	6	2	2	52	13	6	52
3760186111	3760186	1	1	1	10	1	2	1	9	1968	46	1	4	1			1	1	98	2	1	2		3	1		52	1	6	52
3760186121	3760186	1	2	1	10	2	2	1	4	1992	23	3	6	2	1	96				2	1	2		5	11	2	52	11	6	52
3760186131	3760186	1	3	1	10	3	2	1	11	1994	20	3	6	1			1	1	98	2	1	2		6	2	2	52	13	6	52
3760186141	3760186	1	4	1	10	1	1	1	9	2002	12	3	6	1			1	5		2	1	1	1	4	6		52	6	6	52
3760186151	3760186	1	5	1	10	5	2	1	8	1989	25	3	3	1			2	5		2	1	2		5	11	2	52	11	6	52
3760186161	3760186	1	6	1	10	5	1	1	7	2007	7	4		1			3			2	1	1	1	3	1		52	1	6	52
3760186171	3760186	1	7	1	10	5	2	1	2	2011	4	4		1			2	5		2	2	1	1	2	0		52	0	6	52
3760186181	3760186	1	8	1	10	5	1	1	4	2015	0	4		1			2	5		2							52		6	52
3760187111	3760187	1	1	1	10	1	2	1	7	1991	23	1	6	1			3			2	1	2		3	4		52	4	6	52
3760187121	3760187	1	2	1	10	2	1	1	5	1993	22	5	6	1			3			2	1	2		3	1		52	1	6	52
3760187131	3760187	1	3	1	10	3	1	1	5	2000	15	5	6	1			3			2	1	2		4	6		52	6	6	52
3760187141	3760187	1	4	1	10	4	2	1	6	1995	20	5	6	1			3			2	1	2		3	2		52	2	6	52
3760187151	3760187	1	5	1	10	5	1	1	11	2012	2	5		1			3			2							52		6	52
3760188111	3760188	1	1	1	10	1	2	1	7	1982	32	1	2	1			3			2	1	2		5	11	2	52	11	6	52
3760188121	3760188	1	2	1	10	1	1	1	11	1980	34	2	2	1			3			2	1	2		4	7		52	7	6	52
3760188131	3760188	1	3	1	10	1	1	1	1	2004	11	3	6	1			3			2	2	1	2	3	0		52	0	6	52
3760188141	3760188	1	4	1	10	4	2	1	2	1941	74	5	6	1			3			2	2	2		1	0		52	0	6	52
3760188151	3760188	1	5	1	10	1	1	1	11	1948	66	5	6	1			3			2	2	2		1	0		52	0	6	52
3760188212	3760188	2	1	2	10	1	1	1	3	1986	29	1	3	1			1	1	80000	2	1	2		3	5		52	5	6	52
3760188222	3760188	2	2	2	10	2	2	1	10	1983	31	2	3	1			3			2	1	2		6	1	3	52	12	6	52
3760188232	3760188	2	3	2	10	2	2	1	6	2011	4	3		1			1	5		2	2	1	2	2	0		52	0	6	52
3760189111	3760189	1	1	1	10	1	1	1	6	1967	48	1	3	1			1	1	42000	2	1	2		6	5	4	52	16	6	52
3760189121	3760189	1	2	1	10	2	2	1	2	1971	44	2	3	1			1	1	257000	2	1	2		6	7	5	52	18	6	52
3760189131	3760189	1	3	1	10	3	1	1	3	1990	25	3	6	2	1	3				2	1	1	1	6	6	2	52	17	6	52
3760189141	3760189	1	4	1	10	3	1	1	7	2002	12	3	6	1			1	5		2	1	1	2	4	7		52	7	6	52
3760191111	3760191	1	1	1	10	1	2	1	12	1978	36	1	5	1			3			1	1	2		3	3		52	3	6	52
3760191121	3760191	1	2	1	10	2	1	1	5	1997	18	3	6	1			3			2	1	2		4	8		52	8	6	52
3760191131	3760191	1	3	1	10	1	1	1	3	2010	5	3		1			3			2	2	1	1	2	0		52	0	6	52
3760191141	3760191	1	4	1	10	4	2	1	2	1945	70	5	5	1			3			1	2	2		1	0		52	0	6	52
3760191151	3760191	1	5	1	10	1	1	1	9	1997	17	5	6	1			3			2	1	1	1	5	10	1	52	10	6	52
3760191161	3760191	1	6	1	10	1	1	1	12	1999	15	5	6	1			3			2	1	1	1	4	8		52	8	6	52
3760191171	3760191	1	7	1	10	1	1	1	9	2001	13	5	6	1			3			2	1	1	1	3	3		52	3	6	52
3760192111	3760192	1	1	1	10	1	1	1	6	1990	25	1	6	1			1	1	32000	2	1	2		6	2	3	52	13	6	52
3760193111	3760193	1	1	1	10	1	2	1	4	1962	53	1	3	1			3			2	1	2		3	3		52	3	6	52
3760193121	3760193	1	2	1	10	2	1	1	10	1992	22	3	6	1			3			2	1	2		4	6		52	6	6	52
3760193131	3760193	1	3	1	10	1	1	1	1	2001	14	3	6	1			3			2	1	1	1	4	6		52	6	6	52
3760193141	3760193	1	4	1	10	1	2	1	7	2003	11	3	6	1			3			2	1	1	1	4	0		52	5	6	52
3760193151	3760193	1	5	1	10	1	1	1	7	2006	8	3		1			3			2	1	1	1	3	2		52	2	6	52
3760194111	3760194	1	1	1	10	1	1	1	3	1977	38	1	2	1			1	1	25400	2	1	2		5	11	2	52	11	6	52
3760194121	3760194	1	2	1	10	2	2	1	12	1978	36	2	2	1			1	5		2	1	2		3	5		52	5	6	52
3760194131	3760194	1	3	1	10	2	1	1	10	1999	15	3	6	1			1	5		2	1	1	1	4	8		52	8	6	52
3760194141	3760194	1	4	1	10	2	1	1	7	2003	11	3	6	1			1	5		2	1	1	1	4	0		52	5	6	52
3760194151	3760194	1	5	1	10	5	1	1	4	1993	22	5	6	1			1	1	24500	2	1	1	1	6	0	2	52	11	6	52
3760195111	3760195	1	1	1	10	1	2	1	4	1979	36	1	4	1			3			2	1	2		5	11	2	52	11	6	52
3760195121	3760195	1	2	1	10	1	1	1	12	2003	11	3	6	1			3			2	1	2		3	4		52	4	6	52
3760195131	3760195	1	3	1	10	1	1	1	12	2008	6	3		1			3			2	2	2		3	1		52	1	6	52
3760196111	3760196	1	1	1	10	1	1	1	6	1947	68	1	3	1			1	3	88000	2	1	2		6	2	2	52	13	6	52
3760196121	3760196	1	2	1	10	2	2	1	3	1948	67	2	3	1			1	5		2	1	2		5	11	2	52	11	6	52
3760196131	3760196	1	3	1	10	1	1	1	8	1973	41	3	4	1			1	3	98	2	1	2		6	3	3	52	14	6	52
3760197111	3760197	1	1	1	10	1	2	1	7	1983	31	1	6	1			1	1	98	2	1	2		5	11	2	52	11	6	52
3760197121	3760197	1	2	1	10	1	2	1	1	2001	14	3	6	1			1	5		2	1	1	1	4	8		52	8	6	52
3760198111	3760198	1	1	1	10	1	1	1	11	1976	38	1	2	1			3			2	1	2		5	11	2	52	11	6	52
3760198121	3760198	1	2	1	10	2	2	1	5	1980	35	2	2	1			3			2	1	2		5	11	2	52	11	6	52
3760198131	3760198	1	3	1	10	1	2	1	11	2000	14	3	6	1			3			2	1	1	1	4	6		52	6	6	52
3760198141	3760198	1	4	1	10	1	1	1	6	2002	13	3	6	1			3			2	1	1	1	4	0		52	5	6	52
3760198151	3760198	1	5	1	10	1	1	1	2	2013	2	3		1			3			2							52		6	52
3760198161	3760198	1	6	1	10	6	1	1	9	1978	36	5	6	1			3			2	1	2		6	2	3	52	13	6	52
3760198171	3760198	1	7	1	10	7	1	1	7	1982	32	5	6	1			3			2	1	2		4	8		52	8	6	52
3760199111	3760199	1	1	1	10	1	1	1	9	1968	46	1	2	1			3			2	1	2		4	7		52	7	6	52
3760199121	3760199	1	2	1	10	2	2	1	4	1975	40	2	2	1			3			2	1	2		4	6		52	6	6	52
3760199131	3760199	1	3	1	10	3	2	1	4	1995	20	3	6	1			3			2	1	2		5	11	2	52	11	6	52
3760199141	3760199	1	4	1	10	4	1	1	7	1998	16	3	6	1			3			2	1	1	1	4	7		52	7	6	52
3760199151	3760199	1	5	1	10	5	2	1	4	1995	20	3	6	1			3			2	1	2		5	11	2	52	11	6	52
3760199161	3760199	1	6	1	10	5	2	1	6	2014	1	4		1			3			2							52		6	52
3760200111	3760200	1	1	1	10	1	1	1	5	1944	71	1	4	1			3			2	1	2		3	5		52	5	6	52
3760201111	3760201	1	1	1	10	1	2	1	1	1973	42	1	4	1			1	3	98	2	1	1	1	6	6	3	52	17	6	52
3760201121	3760201	1	2	1	10	1	2	1	6	2001	14	3	6	1			1	5		2	1	1	2	4	8		52	8	6	52
3760201131	3760201	1	3	1	10	1	2	1	12	2004	10	3	6	1			1	5		2	1	1	1	3	4		52	4	6	52
3760202111	3760202	1	1	1	10	2	1	1	5	1969	46	1	3	1			1	1	98	2	1	2		6	5	4	52	16	6	52
3760202121	3760202	1	2	1	10	2	2	1	3	1972	43	2	3	1			1	5		2	1	2		5	11	2	52	11	6	52
3760202131	3760202	1	3	1	10	2	1	1	11	1994	20	3	6	1			1	5		2	1	1	2	6	0	2	52	11	6	52
3760202141	3760202	1	4	1	10	2	2	1	8	2003	11	3	6	1			1	5		2	1	1	1	3	4		52	4	6	52
3760202151	3760202	1	5	1	10	2	2	1	12	2004	10	3	6	1			1	5		2	1	1	1	3	3		52	3	6	52
3760202161	3760202	1	6	1	10	2	1	1	6	2012	3	3		1			1	5		2	2	2		1	0		52	0	6	52
3760202171	3760202	1	7	1	10	2	2	1	3	1950	65	5	4	1			3			2	1	2		3	5		52	5	6	52
3760202181	3760202	1	8	1	10	2	1	1	1	1998	17	5	6	1			3			2	1	2		4	6		52	6	6	52
3760203111	3760203	1	1	1	10	1	2	1	1	1976	39	1	2	1			3			2	1	2		3	5		52	5	6	52
3760203121	3760203	1	2	1	10	1	2	1	7	1997	17	3	6	1			3			2	1	2		4	8		52	8	6	52
3760203131	3760203	1	3	1	10	3	1	1	4	2007	8	3		1			3			2	1	1	1	3	1		52	1	6	52
3760203141	3760203	1	4	1	10	1	2	1	2	1996	19	3	4	1			3			2	1	1	2	5	11	2	52	11	6	52
3760203151	3760203	1	5	1	10	1	2	1	11	2012	2	4		1			3			2							52		6	52
3760204111	3760204	1	1	1	10	1	1	1	3	1983	32	1	2	1			3			2	1	2		3	4		52	4	6	52
3760204121	3760204	1	2	1	10	2	2	1	12	1981	33	2	2	1			3			1	1	2		4	9		52	9	6	52
3760204131	3760204	1	3	1	10	2	1	1	4	1997	18	3	6	1			3			2	1	2		4	9		52	9	6	52
3760204141	3760204	1	4	1	10	4	1	1	3	1999	16	3	6	1			3			2	1	1	2	4	7		52	7	6	52
3760205111	3760205	1	1	1	10	2	1	1	3	1964	51	1	3	1			1	1	98	2	1	2		5	11	2	52	11	6	52
3760205121	3760205	1	2	1	10	2	2	1	8	1963	51	2	3	1			1	5		2	1	2		4	7		52	7	6	52
3760205131	3760205	1	3	1	10	3	1	1	5	1989	26	3	6	1			3			2	1	2		5	11	2	52	11	6	52
3760206111	3760206	1	1	1	10	1	1	1	6	1944	71	1	3	1			3			2	1	2		3	2		52	2	6	52
3760206121	3760206	1	2	1	10	2	2	1	6	1942	73	2	3	1			3			2	1	2		3	1		52	1	6	52
3760206131	3760206	1	3	1	10	3	1	1	4	1967	48	3	6	1			3			2	1	2		4	7		52	7	6	52
3760206141	3760206	1	4	1	10	4	1	1	4	1971	44	3	6	2	1	4				1	1	2		4	6		52	6	6	52
3760206151	3760206	1	5	1	10	5	2	1	10	1972	42	3	6	1			1	1	25800	2	1	2		4	8		52	8	6	52
3760206161	3760206	1	6	1	10	6	2	1	12	1999	15	4	6	1			1	5		2	1	2		4	6		52	6	6	52
3760206171	3760206	1	7	1	10	7	2	1	12	1973	41	3	4	1			3			2	1	2		3	5		52	5	6	52
3760206181	3760206	1	8	1	10	7	1	1	4	1994	21	4	6	1			3			2	1	1	1	6	1	3	52	12	6	52
3760207111	3760207	1	1	1	10	1	2	1	2	1958	57	1	4	1			1	1	98	2	1	2		6	3	3	52	14	6	52
3760207121	3760207	1	2	1	10	2	2	1	3	1983	32	3	6	1			1	3	88000	2	1	2		6	6	4	52	17	6	52
3760207131	3760207	1	3	1	10	3	2	1	5	1990	25	3	6	2	1	1				2	1	1	2	6	3	2	52	14	6	52
3760207141	3760207	1	4	1	10	4	2	1	1	1993	22	3	6	1			1	5		2	1	1	1	6	2	2	52	13	6	52
3760207151	3760207	1	5	1	10	5	2	1	11	1977	37	5	6	1			1	1	98	2	1	2		6	5	4	52	16	6	52
3760208111	3760208	1	1	1	10	2	1	1	3	1971	44	1	3	1			2	2	140000	2	1	2		5	11	2	73	11	6	73
3760208121	3760208	1	2	1	10	2	2	1	9	1972	42	2	3	1			2	5		2	1	2		5	11	2	73	11	6	73
3760208131	3760208	1	3	1	10	3	1	1	6	1998	16	3	6	1			2	5		2	1	1	2	6	0	2	73	11	6	73
3760208141	3760208	1	4	1	10	4	1	1	7	2002	12	3	6	1			2	5		2	1	1	1	4	6		73	6	6	73
3760209111	3760209	1	1	1	10	1	2	1	12	1929	85	1	5	1			1	9		2	1	2		4	9		73	9	6	73
3760209121	3760209	1	2	1	10	2	1	1	10	1955	59	3	4	1			1	3	80500	2	1	2		6	5	4	73	16	6	73
3760210111	3760210	1	1	1	10	2	1	1	9	1960	54	1	3	1			1	3	80500	2	1	2		4	8		73	8	6	73
3760210121	3760210	1	2	1	10	2	2	1	7	1958	56	2	3	1			1	5		2	1	2		4	8		73	8	6	73
3760210131	3760210	1	3	1	10	3	2	1	6	1989	25	3	6	1			1	9		2	1	2		6	5	4	73	16	6	73
3760210141	3760210	1	4	1	10	4	1	1	12	1991	23	3	6	1			1	1	52000	2	1	2		6	3	3	73	14	6	73
3760211111	3760211	1	1	1	10	1	1	1	6	1967	48	1	2	1			1	3	80500	2	1	2		4	7		73	7	6	73
3760211121	3760211	1	2	1	10	2	2	1	12	1975	39	2	2	1			1	5		2	1	2		5	11	2	73	11	6	73
3760211131	3760211	1	3	1	10	3	1	1	4	1994	21	3	6	1			1	5		2	1	1	2	6	1	2	73	12	6	73
3760211141	3760211	1	4	1	10	2	1	1	6	1996	19	3	6	1			1	5		2	1	1	1	6	1	2	73	12	6	73
3760212111	3760212	1	1	1	10	2	1	1	10	1932	82	1	3	1			1	3	80500	2	1	2		3	5		73	5	6	73
3760212121	3760212	1	2	1	10	2	2	1	3	1937	78	2	3	1			1	5		2	1	2		3	2		73	2	6	73
3760213111	3760213	1	1	1	10	1	2	1	4	1976	39	1	4	1			1	1	25800	2	1	2		4	8		73	8	6	73
3760213121	3760213	1	2	1	10	1	1	1	12	2008	6	3		1			1	5		2	1	1	1	3	0		73	0	6	73
3760214111	3760214	1	1	1	10	1	2	1	6	1966	49	1	1	1			1	3	80500	2	1	2		4	7		73	7	6	73
3760214121	3760214	1	2	1	10	2	1	1	2	1963	52	2	1	1			1	1	37000	2	1	2		5	11	2	73	11	6	73
3760217111	3760217	1	1	1	10	1	1	1	11	1962	52	1	2	1			1	1	70000	2	1	2		6	3	3	73	14	6	73
3760217121	3760217	1	2	1	10	2	2	1	4	1975	40	2	2	1			1	5		2	1	2		6	3	3	73	14	6	73
3760217131	3760217	1	3	1	10	3	1	1	9	1997	17	3	6	1			1	5		2	1	2		5	11	2	73	11	6	73
3760217141	3760217	1	4	1	10	2	1	1	1	2007	8	3		1			1	5		1	1	1	1	3	3		73	3	6	73
3760217151	3760217	1	5	1	10	2	2	1	12	2010	4	3		1			1	5		2	2	1	1	2	0		73	0	6	73
3760217161	3760217	1	6	1	10	2	2	1	4	1942	73	5	6	1			2	5		2	1	2		3	3		73	3	6	73
3760218111	3760218	1	1	1	10	1	2	1	9	1950	64	1	3	1			1	5		2	1	2		3	4		73	4	6	73
3760218121	3760218	1	2	1	10	2	1	1	1	1948	67	2	3	1			1	5		2	1	2		3	2		73	2	6	73
